% []
@RELATION base

@ATTRIBUTE tot_changes_last_Methods NUMERIC
@ATTRIBUTE sum_insert_last_Methods NUMERIC
@ATTRIBUTE sum_delet_lasts_Methods NUMERIC
@ATTRIBUTE count_insert_last_Methods NUMERIC
@ATTRIBUTE count_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_last_Methods NUMERIC
@ATTRIBUTE avg_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_last_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_last_Methods NUMERIC
@ATTRIBUTE tot_bugs_last_Methods NUMERIC
@ATTRIBUTE lastVer_tot_developers_Methods NUMERIC
@ATTRIBUTE last_commit_Methods NUMERIC
@ATTRIBUTE last_bug_Methods NUMERIC
@ATTRIBUTE last_bug_binary_Methods NUMERIC
@ATTRIBUTE tot_changes_Methods NUMERIC
@ATTRIBUTE sum_insert_Methods NUMERIC
@ATTRIBUTE sum_delets_Methods NUMERIC
@ATTRIBUTE count_insert_Methods NUMERIC
@ATTRIBUTE count_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_Methods NUMERIC
@ATTRIBUTE avg_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_Methods NUMERIC
@ATTRIBUTE tot_bugs_Methods NUMERIC
@ATTRIBUTE tot_developers_Methods NUMERIC
@ATTRIBUTE change_set_Methods NUMERIC
@ATTRIBUTE age_Methods NUMERIC
@ATTRIBUTE age2_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
1,31,0,1,0,31.0,0.0,31.0,0,0,1,2474.26342593,0,0,1,31,0,1,0,31.0,0.0,31.0,0,0,1,4,76062349.5818,76702.1662037,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2159.11478009,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,12,7361817.98611,6477.34434028,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2080.89524306,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,25,7362052.64472,6242.68572917,valid
3,20,17,3,3,6.66666666667,5.66666666667,6.66666666667,5.66666666667,0,2,3094.56378472,0,0,3,20,17,3,3,6.66666666667,5.66666666667,6.66666666667,5.66666666667,0,2,102,7358620.24208,-83389325.6081,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,0,2,894.027905093,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,2,35,7361737.78865,-4903851.28935,valid
2,14,0,2,0,7.0,0.0,7.0,0,0,2,1035.09861111,0,0,2,14,0,2,0,7.0,0.0,7.0,0,0,2,27,34363215.0001,22163.2086806,valid
1,11,0,1,0,11.0,0.0,11.0,0,0,1,2866.83305556,0,0,1,11,0,1,0,11.0,0.0,11.0,0,0,1,67,26985547.7147,31535.1636111,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1535.40422454,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,77,7363689.11778,4606.21267361,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,3130.9966088,0,0,1,9,0,1,0,9.0,0.0,9.0,0,0,1,70,22076707.0219,28178.9694792,valid
2,64,32,2,1,32.0,16.0,32.0,32.0,0,2,1490.0806713,0,0,2,64,32,2,1,32.0,16.0,32.0,32.0,0,2,47,78533563.7789,-157033348.807,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,797.096782408,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,9,7365904.0401,2391.29034722,valid
5,27,28,4,4,5.4,5.6,6.75,7.0,0,3,3130.9966088,0,0,5,27,28,4,4,5.4,5.6,6.75,7.0,0,3,107,-2458309.79609,-137348979.786,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1229.29827546,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,28,7364607.43562,3687.89482639,valid
2,23,3,2,1,11.5,1.5,11.5,3.0,0,1,1686.68166667,0,0,2,23,3,2,1,11.5,1.5,11.5,3.0,0,1,2,49087732.1694,-14692233.8707,valid
2,7,7,1,1,3.5,3.5,7.0,7.0,0,2,1221.75377315,0,0,2,7,7,1,1,3.5,3.5,7.0,7.0,0,2,30,-52.8115162067,-34368220.8444,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1595.01506944,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,20,7363510.28524,4785.04520833,valid
5,15,3,5,3,3.0,0.6,3.0,1.0,1,3,1565.84896991,1998.95439815,1998.95439815,5,15,3,5,3,3.0,0.6,3.0,1.0,1,3,29,29445537.5128,-14697816.7462,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,797.096782408,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,9,7365904.0401,2391.29034722,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,3633.8915625,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,94,7357393.65576,10901.6746875,valid
2,22,1,2,1,11.0,0.5,11.0,1.0,0,1,7.00642361119,0,0,2,22,1,2,1,11.0,0.5,11.0,1.0,0,1,8,51576724.1687,-4910839.72968,valid
8,18,9,8,7,2.25,1.125,2.25,1.28571428571,1,3,1999.89241898,2023.85114583,2023.85114583,8,18,9,8,7,2.25,1.125,2.25,1.28571428571,1,3,47,22080717.1635,-44138228.7367,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2159.11478009,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,12,7361817.98611,6477.34434028,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,2866.83305556,0,0,1,9,0,1,0,9.0,0.0,9.0,0,0,1,67,22079084.4939,25801.4975,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,2676.19601852,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,5,12267111.2373,13380.9800926,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,3633.88850694,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,101,17167251.8848,25437.2195486,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,893.121319444,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,32,14731231.933,5358.72791667,valid
2,11,1,2,1,5.5,0.5,5.5,1.0,0,2,797.0334375,0,0,2,11,1,2,1,5.5,0.5,5.5,1.0,0,2,48,24548005.8444,-4897624.2297,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2080.76458333,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,24,7362053.0367,6242.29375,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,2185.84726852,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,30,12269562.9811,10929.2363426,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,1627.23104167,0,0,1,14,0,1,0,14.0,0.0,14.0,0,0,1,9,34362596.9742,22781.2345833,valid
1,19,0,1,0,19.0,0.0,19.0,0,0,1,1624.67959491,0,0,1,19,0,1,0,19.0,0.0,19.0,0,0,1,15,46635001.5139,30868.9123032,valid
3,15,6,3,2,5.0,2.0,5.0,3.0,0,1,1297.87789352,0,0,3,15,6,3,2,5.0,2.0,5.0,3.0,0,1,46,22090244.4419,-29442958.9734,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,88.8662962965,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,3,0.0,-4912019.15437,valid
2,7,7,1,1,3.5,3.5,7.0,7.0,0,2,1221.75377315,0,0,2,7,7,1,1,3.5,3.5,7.0,7.0,0,2,30,-52.8115162067,-34368220.8444,valid
11,59,14,11,8,5.36363636364,1.27272727273,5.36363636364,1.75,0,4,834.937673611,0,0,11,59,14,11,8,5.36363636364,1.27272727273,5.36363636364,1.75,0,4,50,110427602.642,-68615778.1096,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,2158.61931713,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,20,12269699.1208,10793.0965856,valid
1,0,3,0,1,0.0,3.0,0,3.0,0,1,1595.06759259,0,0,1,0,3,0,1,0.0,3.0,0,3.0,0,1,47,-7363510.12767,-14731805.4581,valid
2,12,1,2,1,6.0,0.5,6.0,1.0,0,2,438.341851852,0,0,2,12,1,2,1,6.0,0.5,6.0,1.0,0,2,24,27010230.9438,-4904468.26876,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2158.23616898,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,4,7361820.62194,6474.70850695,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2080.76458333,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,24,7362053.0367,6242.29375,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,1711.76554398,0,0,1,14,0,1,0,14.0,0.0,14.0,0,0,1,25,34361413.4912,23964.7176157,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,624.693611111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,60,7366421.24962,1874.08083333,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,2291.22560185,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,8,9815228.87153,9164.90240741,valid
5,8,5,4,3,1.6,1.0,2.0,1.66666666667,0,3,2492.99626157,0,0,5,8,5,4,3,1.6,1.0,2.0,1.66666666667,0,3,52,7359534.61238,-24521244.2542,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,614.895613426,0,0,1,1,0,1,0,1.0,0.0,1.0,0,0,1,28,2455483.54787,614.895613426,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,619.894236111,0,0,1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,18,0.0,-14732871.2955,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,628.94599537,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,17,7366408.49247,1886.83798611,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1291.91392361,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,26,7364419.58868,3875.74177083,valid
1,0,1,0,1,0.0,1.0,0,1.0,0,1,616.007604167,0,0,1,0,1,0,1,0.0,1.0,0,1.0,0,1,40,-2455482.43588,-4911580.87936,valid
1,5,5,1,1,5.0,5.0,5.0,5.0,0,1,164.783935186,0,0,1,5,5,1,1,5.0,5.0,5.0,5.0,0,1,32,0.0,-24559336.5955,valid
2,4,4,1,1,2.0,2.0,4.0,4.0,0,2,837.171458333,0,0,2,4,4,1,1,2.0,2.0,4.0,4.0,0,2,70,-11733.7166204,-19630356.4596,valid
3,32,2,3,1,10.6666666667,0.666666666667,10.6666666667,2.0,0,2,1035.09861111,0,0,3,32,2,3,1,10.6666666667,0.666666666667,10.6666666667,2.0,0,2,43,73625747.2048,-9758858.39032,valid
1,18,0,1,0,18.0,0.0,18.0,0,0,1,3633.88850694,0,0,1,18,0,1,0,18.0,0.0,18.0,0,0,1,101,44144361.9896,65409.993125,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,1595.06759259,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,82,7363351.27148,-14722076.1964,valid
1,0,6,0,1,0.0,6.0,0,6.0,0,1,620.081006945,0,0,1,0,6,0,1,0.0,6.0,0,6.0,0,1,3,-14732870.1749,-29469460.8358,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,1297.80167824,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,29,14728803.8508,7786.81006945,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,81.2486805557,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,21,0.0,-4912034.38961,valid
4,18,11,4,3,4.5,2.75,4.5,3.66666666667,1,3,1530.85554398,1530.85554398,1530.85554398,4,18,11,4,3,4.5,2.75,4.5,3.66666666667,1,3,99,17166216.6522,-53940652.657,valid
1,0,3,0,1,0.0,3.0,0,3.0,0,1,97.949652778,0,0,1,0,3,0,1,0.0,3.0,0,3.0,0,1,1,-7368001.48149,-14736296.8119,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1859.68615741,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,11,9816955.02931,7438.74462963,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,3061.54237269,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,20,7359110.70333,9184.62711806,valid
6,28,5,6,3,4.66666666667,0.833333333333,4.66666666667,1.66666666667,0,3,891.826180556,0,0,6,28,5,6,3,4.66666666667,0.833333333333,4.66666666667,1.66666666667,0,3,116,56452998.5121,-24507671.793,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,93.9600925925,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,62,0.0,-4912008.96678,valid
7,58,40,7,6,8.28571428571,5.71428571429,8.28571428571,6.66666666667,0,5,2282.89290509,0,0,7,58,40,7,6,8.28571428571,5.71428571429,8.28571428571,6.66666666667,0,5,104,44141493.7702,-196149874.243,valid
4,32,15,4,3,8.0,3.75,8.0,5.0,0,3,894.027384259,0,0,4,32,15,4,3,8.0,3.75,8.0,5.0,0,3,102,41713610.1503,-73579605.3414,valid
2,6,6,1,1,3.0,3.0,6.0,6.0,0,1,3252.47322917,0,0,2,6,6,1,1,3.0,3.0,6.0,6.0,0,1,46,-0.107222225517,-29434151.5358,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,88.8913194444,0,0,1,1,0,1,0,1.0,0.0,1.0,0,0,1,7,2456009.55216,88.8913194444,valid
2,12,1,2,1,6.0,0.5,6.0,1.0,0,2,81.2486805557,0,0,2,12,1,2,1,6.0,0.5,6.0,1.0,0,2,38,27011968.5959,-4906920.10715,valid
2,4,4,1,1,2.0,2.0,4.0,4.0,0,1,3127.57005787,0,0,2,4,4,1,1,2.0,2.0,4.0,4.0,0,1,7,-15.569398148,-19623751.418,valid
1,29,0,1,0,29.0,0.0,29.0,0,0,1,2076.77938657,0,0,1,29,0,1,0,29.0,0.0,29.0,0,0,1,4,71166628.2588,60226.6022107,valid
2,33,8,2,1,16.5,4.0,16.5,8.0,0,1,1243.77517361,0,0,2,33,8,2,1,16.5,4.0,16.5,8.0,0,1,103,61364075.9815,-39239289.5873,valid
6,17,6,6,5,2.83333333333,1.0,2.83333333333,1.2,1,4,797.084178241,1128.00025463,1128.00025463,6,17,6,6,5,2.83333333333,1.0,2.83333333333,1.2,1,4,51,26998113.0701,-29438235.827,valid
2,6,0,2,0,3.0,0.0,3.0,0,0,2,684.810405093,0,0,2,6,0,2,0,3.0,0.0,3.0,0,0,2,49,14724570.5963,12020.0646181,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,624.693611111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,60,7366421.24962,1874.08083333,valid
1,13,0,1,0,13.0,0.0,13.0,0,0,1,1291.91392361,0,0,1,13,0,1,0,13.0,0.0,13.0,0,0,1,26,31912484.8843,16794.8810069,valid
2,2,3,2,2,1.0,1.5,1.0,1.5,0,1,2455.85854167,0,0,2,2,3,2,2,1.0,1.5,1.0,1.5,0,1,13,-2453642.50818,-14724311.1379,valid
2,2,2,2,2,1.0,1.0,1.0,1.0,0,2,91.7938078707,0,0,2,2,2,2,2,1.0,1.0,1.0,1.0,0,2,110,0.0,-9822964.38005,valid
2,89,27,2,1,44.5,13.5,44.5,27.0,0,1,2827.64327546,0,0,2,89,27,2,1,44.5,13.5,44.5,27.0,0,1,61,152102588.181,-132301107.896,valid
1,3,6,1,1,3.0,6.0,3.0,6.0,0,1,620.811041667,0,0,1,3,6,1,1,3.0,6.0,3.0,6.0,0,1,15,-7366432.89733,-29467594.0224,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,2866.83305556,0,0,1,14,0,1,0,14.0,0.0,14.0,0,0,1,67,34345242.546,40135.6627778,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,627.898587963,0,0,1,12,0,1,0,12.0,0.0,12.0,0,0,1,4,29465646.5388,7534.78305556,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,91.7938078707,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,91,0.0,-4912013.29935,valid
3,5,5,2,2,1.66666666667,1.66666666667,2.5,2.5,0,1,2928.59821759,0,0,3,5,5,2,2,1.66666666667,1.66666666667,2.5,2.5,0,1,109,-607.195173614,-24530427.3565,valid
3,65,4,3,2,21.6666666667,1.33333333333,21.6666666667,2.0,0,1,628.800972222,0,0,3,65,4,3,2,21.6666666667,1.33333333333,21.6666666667,2.0,0,1,79,149731065.205,-19552415.3056,valid
2,11,1,2,1,5.5,0.5,5.5,1.0,0,1,613.88505787,0,0,2,11,1,2,1,5.5,0.5,5.5,1.0,0,1,15,24554835.7505,-4904820.43248,valid
4,7,7,3,3,1.75,1.75,2.33333333333,2.33333333333,2,1,2082.32097222,2082.32097222,2082.32097222,4,7,7,3,3,1.75,1.75,2.33333333333,2.33333333333,2,1,60,-1986.48516204,-34353317.9894,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,1042.89283565,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,13,12275277.7532,5214.46417824,valid
3,11,2,3,2,3.66666666667,0.666666666667,3.66666666667,1.0,0,1,1999.31150463,0,0,3,11,2,3,2,3.66666666667,0.666666666667,3.66666666667,1.0,0,1,17,22079357.393,-9790152.88227,valid
5,15,14,4,4,3.0,2.8,3.75,3.5,0,3,3321.87780093,0,0,5,15,14,4,4,3.0,2.8,3.75,3.5,0,3,50,2451815.78679,-68671594.6115,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,1229.4,0,0,1,8,0,1,0,8.0,0.0,8.0,0,0,1,22,19638952.3479,9835.2,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,616.007604167,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,40,0.0,-4910964.87176,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,544.873368056,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,6,7366453.99212,-14731480.0824,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,2866.83305556,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,67,17172621.273,20067.8313889,valid
1,0,4,0,1,0.0,4.0,0,4.0,0,1,620.811041667,0,0,1,0,4,0,1,0.0,4.0,0,4.0,0,1,15,-9821910.52977,-19646304.3037,valid
2,2,2,2,2,1.0,1.0,1.0,1.0,0,1,81.2486805557,0,0,2,2,2,2,2,1.0,1.0,1.0,1.0,0,1,34,0.0,-9824068.73998,valid
1,7,7,1,1,7.0,7.0,7.0,7.0,0,1,93.9600925925,0,0,1,7,7,1,1,7.0,7.0,7.0,7.0,0,1,62,0.0,-34384062.7675,valid
1,13,0,1,0,13.0,0.0,13.0,0,0,1,1535.40422454,0,0,1,13,0,1,0,13.0,0.0,13.0,0,0,1,77,31909319.5104,19960.254919,valid
1,0,1,0,1,0.0,1.0,0,1.0,0,1,3463.93195602,0,0,1,0,1,0,1,0.0,1.0,0,1.0,0,1,3,-2452634.51153,-4908732.95501,valid
3,26,3,2,2,8.66666666667,1.0,13.0,1.5,0,2,88.6937847226,0,0,3,26,3,2,2,8.66666666667,1.0,13.0,1.5,0,2,58,56485030.4834,-14730574.8054,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,464.934768518,0,0,1,15,0,1,0,15.0,0.0,15.0,0,0,1,23,36834502.6307,6974.02152777,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1711.76554398,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,25,7363160.03382,5135.29663195,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,624.829375,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,56,0.0,-4910947.22822,valid
2,2,2,2,2,1.0,1.0,1.0,1.0,1,2,91.7938078707,407.095613426,407.095613426,2,2,2,2,2,1.0,1.0,1.0,1.0,1,2,91,0.0,-9823395.99509,valid
1,11,0,1,0,11.0,0.0,11.0,0,0,1,1999.90868056,0,0,1,11,0,1,0,11.0,0.0,11.0,0,0,1,5,26995083.8828,21998.9954861,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,2832.80819444,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,59,14719593.8117,16996.8491667,valid
3,12,10,3,3,4.0,3.33333333333,4.0,3.33333333333,0,3,797.0334375,0,0,3,12,10,3,3,4.0,3.33333333333,4.0,3.33333333333,0,3,121,4903318.83204,-49063680.0458,valid
2,10,5,2,1,5.0,2.5,5.0,5.0,0,2,1516.37201389,0,0,2,10,5,2,1,5.0,2.5,5.0,5.0,0,2,53,12270869.3405,-24536197.8377,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,624.693611111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,60,7366421.24962,1874.08083333,valid
1,11,0,1,0,11.0,0.0,11.0,0,0,1,3633.8915625,0,0,1,11,0,1,0,11.0,0.0,11.0,0,0,1,94,26977110.0711,39972.8071875,valid
2,2,2,2,2,1.0,1.0,1.0,1.0,0,2,894.027384259,0,0,2,2,2,2,2,1.0,1.0,1.0,1.0,0,2,95,0.0,-9818291.72315,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,1036.91744213,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,12,4910123.05208,2073.83488426,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,74.2302430556,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,13,4912048.42648,148.460486111,valid
4,9,5,4,3,2.25,1.25,2.25,1.66666666667,0,3,1243.77517361,0,0,4,9,5,4,3,2.25,1.25,2.25,1.66666666667,0,3,122,9814765.29067,-24528915.0778,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,3769.67273148,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,7,9809315.08301,15078.6909259,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,893.121319444,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,32,12276026.6108,4465.60659722,valid
3,10,2,3,2,3.33333333333,0.666666666667,3.33333333333,1.0,0,3,1221.754375,0,0,3,10,2,3,2,3.33333333333,0.666666666667,3.33333333333,1.0,0,3,41,19632928.492,-9800739.03575,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,2,837.171458333,0,0,2,3,3,1,1,1.5,1.5,3.0,3.0,0,2,97,-2369.00211806,-14729198.63,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,216.797118056,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,33,12279408.2318,1083.98559028,valid
3,9,8,3,3,3.0,2.66666666667,3.0,2.66666666667,0,3,2292.09834491,0,0,3,9,8,3,3,3.0,2.66666666667,3.0,2.66666666667,0,3,76,2452987.52528,-39248575.4042,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,2159.11478009,0,0,1,10,0,1,0,10.0,0.0,10.0,0,0,1,12,24539393.287,21591.1478009,valid
4,19,33,3,4,4.75,8.25,6.33333333333,8.25,0,2,3091.5971875,0,0,4,19,33,3,4,4.75,8.25,6.33333333333,8.25,0,2,102,-34342896.4418,-161938508.081,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,1595.01506944,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,20,17181523.9989,11165.1054861,valid
