% []
@RELATION base

@ATTRIBUTE tot_changes_Methods NUMERIC
@ATTRIBUTE sum_insert_Methods NUMERIC
@ATTRIBUTE sum_delets_Methods NUMERIC
@ATTRIBUTE count_insert_Methods NUMERIC
@ATTRIBUTE count_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_Methods NUMERIC
@ATTRIBUTE avg_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_Methods NUMERIC
@ATTRIBUTE tot_bugs_Methods NUMERIC
@ATTRIBUTE tot_developers_Methods NUMERIC
@ATTRIBUTE change_set_Methods NUMERIC
@ATTRIBUTE age_Methods NUMERIC
@ATTRIBUTE age2_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
3,15,12,3,2,5.0,4.0,5.0,6.0,1,2,103,7364412.7149,-58916419.6831,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,8,7364816.68174,80.7712847227,valid
2,5,5,1,1,2.5,2.5,5.0,5.0,0,1,366,-909.986458333,-24547490.5263,valid
1,18,0,1,0,18.0,0.0,18.0,0,0,1,327,44171065.4396,18319.2785417,valid
2,5,3,2,1,2.5,1.5,2.5,3.0,1,1,373,4909130.10947,-14728262.789,valid
1,18,0,1,0,18.0,0.0,18.0,0,0,1,327,44171065.4396,18319.2785417,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
4,104,53,4,3,26.0,13.25,26.0,17.6666666667,0,3,368,125187560.753,-260201050.341,valid
2,26,26,1,1,13.0,13.0,26.0,26.0,1,2,112,-1746.93398148,-127653637.438,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,88,9819376.19264,487.078055555,valid
4,25,12,3,3,6.25,3.0,8.33333333333,4.0,0,1,68,31913385.2182,-58916207.8472,valid
4,17,11,4,3,4.25,2.75,4.25,3.66666666667,0,2,370,14727584.3414,-54004469.5046,valid
1,37,0,1,0,37.0,0.0,37.0,0,0,1,5,90831600.4546,2134.79936343,valid
2,7,7,1,1,3.5,3.5,7.0,7.0,1,1,353,-1267.57498843,-34366480.3307,valid
2,15,3,2,1,7.5,1.5,7.5,3.0,1,1,327,29447376.9597,-14712447.3054,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,47,7364733.71378,163.739236112,valid
1,16,0,1,0,16.0,0.0,16.0,0,0,1,327,39263169.2796,16283.8031481,valid
1,30,0,1,0,30.0,0.0,30.0,0,0,1,327,73618442.3993,30532.1309028,valid
1,36,0,1,0,36.0,0.0,36.0,0,0,1,327,88342130.8792,36638.5570833,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,327,36809221.1997,15266.0654514,valid
1,40,0,1,0,40.0,0.0,40.0,0,0,1,11,98195764.513,2868.19398147,valid
2,9,1,2,1,4.5,0.5,4.5,1.0,0,2,15,19638944.9188,-4909007.58502,valid
2,5,3,2,1,2.5,1.5,2.5,3.0,1,1,373,4909130.10947,-14728262.789,valid
5,10,7,5,4,2.0,1.4,2.0,1.75,0,2,366,7363791.21334,-34366981.9371,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
6,188,96,6,4,31.3333333333,16.0,31.3333333333,24.0,0,2,5,225852513.522,-471340514.185,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,223,0,1,0,223.0,0.0,223.0,0,0,1,327,547230421.835,226955.506377,valid
2,4,4,2,2,2.0,2.0,2.0,2.0,0,1,34,0.0,-19638991.8998,valid
3,4,2,2,2,1.33333333333,0.666666666667,2.0,1.0,0,1,14,4909760.52034,-9819367.31316,valid
3,46,2,3,2,15.3333333333,0.666666666667,15.3333333333,1.0,1,3,329,107975127.885,-9775210.84333,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,156,65,3,2,52.0,21.6666666667,52.0,32.5,1,2,383,223374068.911,-319101956.819,valid
2,17,12,2,1,8.5,6.0,8.5,12.0,1,1,373,12271988.2804,-58913416.4515,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,353,7363974.16194,923.291076388,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
1,26,0,1,0,26.0,0.0,26.0,0,0,1,47,63827692.1861,1419.07337963,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,7,7364761.97312,135.479895834,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,6,7364837.68809,59.7649305556,valid
3,7,3,3,2,2.33333333333,1.0,2.33333333333,1.5,0,3,353,9818632.21593,-14728384.8459,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,84,4909680.09641,251.538935184,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,47,0.0,-4909822.47586,valid
4,6,5,3,2,1.5,1.25,2.0,2.5,0,4,378,2454138.42525,-24548378.7146,bugged
7,63,40,6,5,9.0,5.71428571429,10.5,8.0,0,3,80,56461286.0351,-196387481.779,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,327,22085532.7198,9159.63927083,valid
3,8,3,3,1,2.66666666667,1.0,2.66666666667,3.0,1,2,361,12273901.333,-14728112.5338,valid
1,0,18,0,1,0.0,18.0,0,18.0,0,1,47,-44188402.2827,-88377787.0008,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,7,7364848.31361,49.1394097228,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,29,7364640.43819,257.014826389,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,47,29458934.8551,654.956944447,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
3,24,24,2,2,8.0,8.0,12.0,12.0,1,1,68,-600.211006954,-117835295.202,valid
2,20,20,1,1,10.0,10.0,20.0,20.0,1,1,373,-3719.9699074,-98190042.1292,valid
1,0,10,0,1,0.0,10.0,0,10.0,0,1,33,-24548732.5747,-49098390.7514,valid
3,23,4,3,2,7.66666666667,1.33333333333,7.66666666667,2.0,1,3,329,46626425.8853,-19619195.1068,valid
6,13,12,4,3,2.16666666667,2.0,3.25,4.0,0,4,367,2453892.82135,-58916268.7596,valid
3,16,9,3,2,5.33333333333,3.0,5.33333333333,4.5,1,2,371,17182060.3952,-44184589.2553,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,25,7364532.18726,365.265763889,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,88,9819376.19264,487.078055555,valid
2,34,6,2,1,17.0,3.0,17.0,6.0,0,2,57,68735450.2751,-29455341.9224,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,51,0.0,-14729359.5389,valid
2,5,3,2,1,2.5,1.5,2.5,3.0,1,1,360,4909134.11374,-14728242.7676,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,93,4909688.10495,243.530393519,valid
2,16,7,2,1,8.0,3.5,8.0,7.0,1,2,51,22094195.7791,-34368597.1184,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,327,19631584.6398,8141.90157407,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,327,17177636.5598,7124.16387731,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,21,1,2,1,10.5,0.5,10.5,1.0,1,2,328,49078961.5995,-4888952.01854,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,327,12269740.3999,5088.68848379,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,8,7364823.39267,74.0603472218,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,88,7364532.14448,365.308541667,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,327,17177636.5598,7124.16387731,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,93,2454844.05248,121.765196759,valid
2,21,21,1,1,10.5,10.5,21.0,21.0,1,1,23,-596.09010417,-103105939.784,valid
3,26,39,2,3,8.66666666667,13.0,13.0,13.0,0,2,34,-31914121.7332,-191482124.711,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,10,2,3,2,3.33333333333,0.666666666667,3.33333333333,1.0,1,2,29,19639578.4555,-9819582.38337,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,327,17177636.5598,7124.16387731,valid
5,13,7,5,3,2.6,1.4,2.6,2.33333333333,2,4,155,14729408.2832,-34368203.0719,bugged
1,27,0,1,0,27.0,0.0,27.0,0,0,1,327,66256598.1594,27478.9178125,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,88,7364532.14448,365.308541667,valid
5,53,28,5,4,10.6,5.6,10.6,7.0,2,3,381,61366451.3495,-137464129.982,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
2,5,3,2,1,2.5,1.5,2.5,3.0,1,1,373,4909130.10947,-14728262.789,valid
3,125,70,3,2,41.6666666667,23.3333333333,41.6666666667,35.0,1,2,364,135003463.241,-343659587.548,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,1,1,360,-545.982673611,-14728494.3066,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,11,19639152.9026,573.638796296,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,93,9819376.20991,487.060787037,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,5,9819692.07435,171.196342591,valid
2,4,2,2,2,2.0,1.0,2.0,1.0,0,1,53,4909775.53583,-9819394.97215,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,88,7364532.14448,365.308541667,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,0,2,29,7364523.02747,-4909497.25007,valid
2,26,0,2,0,13.0,0.0,13.0,0,0,2,22,63828074.4518,1036.80773147,valid
1,30,0,1,0,30.0,0.0,30.0,0,0,1,29,73646404.3819,2570.1482639,valid
2,12,4,2,1,6.0,2.0,6.0,4.0,1,2,329,19630897.5145,-19628252.6152,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,25,7364532.18726,365.265763889,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,1,2,327,7361844.23993,-4906253.58601,valid
4,9,6,4,3,2.25,1.5,2.25,2.0,0,2,365,7363974.17407,-29457555.0536,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,18,19639340.1666,386.374814812,bugged
3,66,69,2,3,22.0,23.0,33.0,23.0,0,2,45,-7364764.0676,-338773027.867,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,327,9815792.31991,4070.95078704,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,47,17184378.6655,382.058217593,valid
7,64,35,7,6,9.14285714286,5.0,9.14285714286,5.83333333333,0,4,80,71190855.7178,-171838757.96,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,327,12269740.3999,5088.68848379,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
2,30,2,2,1,15.0,1.0,15.0,2.0,0,1,9,68738301.7089,-9819023.33762,valid
2,5,3,2,1,2.5,1.5,2.5,3.0,1,1,360,4909134.11374,-14728242.7676,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
2,17,3,2,1,8.5,1.5,8.5,3.0,0,1,25,34368916.6503,-14728941.6406,valid
3,20,15,2,2,6.66666666667,5.0,10.0,7.5,0,2,378,12270268.5066,-73642785.5492,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,327,22085532.7198,9159.63927083,valid
4,56,37,4,3,14.0,9.25,14.0,12.3333333333,2,3,353,46637494.1377,-181653114.517,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,4,2,2,1,2.0,1.0,2.0,2.0,0,2,327,4907208.25684,-9815820.55385,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,15,24548681.1485,977.028240737,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,7,0,2,0,3.5,0.0,3.5,0,1,2,4,17184439.738,320.985694442,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,88,17183908.3371,852.38659722,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,327,19631584.6398,8141.90157407,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
5,24,24,4,4,4.8,4.8,6.0,6.0,2,3,141,-1049.59407407,-117834250.601,valid
2,15,3,2,1,7.5,1.5,7.5,3.0,0,2,327,29447376.9597,-14715623.2802,valid
8,97,54,7,7,12.125,6.75,13.8571428571,7.71428571429,0,4,81,105558693.986,-265122683.51,valid
7,43,18,7,4,6.14285714286,2.57142857143,6.14285714286,4.5,0,3,45,61372237.267,-88375259.7613,valid
4,50,28,3,2,12.5,7.0,16.6666666667,14.0,1,3,364,54000260.9659,-137462965.416,valid
2,4,4,1,1,2.0,2.0,4.0,4.0,0,2,372,-1040.65662037,-19638305.0885,valid
4,7,5,4,3,1.75,1.25,1.75,1.66666666667,2,3,374,4909134.11374,-24547907.821,valid
4,17,2,4,2,4.25,0.5,4.25,1.0,2,3,126,36822748.9494,-9817822.06954,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1,9819685.38324,177.887453703,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,6,9,2,3,2.0,3.0,3.0,3.0,0,2,43,-7364793.06635,-44188178.369,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,51,2454918.21814,47.5995370368,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,51,22094039.3083,653.05072917,valid
5,31,10,4,4,6.2,2.0,7.75,2.5,3,2,142,51551603.8802,-49095060.9107,valid
2,28,15,2,1,14.0,7.5,14.0,15.0,0,1,366,31909462.718,-73640108.6264,valid
3,150,62,3,2,50.0,20.6666666667,50.0,31.0,0,2,367,216008634.769,-304372663.099,valid
6,73,30,6,5,12.1666666667,5.0,12.1666666667,6.0,1,3,121,105559799.071,-147289027.934,valid
3,8,5,3,2,2.66666666667,1.66666666667,2.66666666667,2.5,1,2,360,7363792.16772,-24547431.2869,valid
2,37,2,2,1,18.5,1.0,18.5,2.0,0,1,6,85922305.1125,-9818195.72073,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,327,24539480.7998,10177.3769676,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,1,2,33,7364532.18726,-4909368.63079,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,88,9819376.19264,487.078055555,valid
3,27,18,3,2,9.0,6.0,9.0,9.0,1,2,374,22090248.4994,-88369987.8211,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,23,0,1,0,23.0,0.0,23.0,0,0,1,327,56440805.8395,23407.9670255,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,19,34355297.525,14223.9223843,valid
4,9,6,4,3,2.25,1.5,2.25,2.0,0,3,390,7363974.16194,-29457848.0142,valid
3,17,7,3,2,5.66666666667,2.33333333333,5.66666666667,3.5,0,2,48,24546826.9539,-34365254.3335,valid
6,28,15,6,5,4.66666666667,2.5,4.66666666667,3.0,1,2,384,31909886.0637,-73642161.9297,valid
2,5,3,2,1,2.5,1.5,2.5,3.0,1,1,360,4909134.11374,-14728242.7676,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,17,7364664.76917,232.683854167,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,17,7364664.76917,232.683854167,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,72,1,2,1,36.0,0.5,36.0,1.0,1,2,327,174230313.678,-4837047.42578,valid
2,6,6,2,2,3.0,3.0,3.0,3.0,0,1,34,0.0,-29458487.8497,valid
4,52,10,4,3,13.0,2.5,13.0,3.33333333333,0,2,24,103106680.923,-49096571.3357,valid
2,8,2,2,1,4.0,1.0,4.0,2.0,1,1,53,14729359.5389,-9819137.69257,valid
3,5,6,2,2,1.66666666667,2.0,2.5,3.0,1,2,368,-2455485.63161,-29457759.966,valid
1,28,0,1,0,28.0,0.0,28.0,0,0,1,25,68735633.7477,3409.14712963,valid
9,59,39,9,7,6.55555555556,4.33333333333,6.55555555556,5.57142857143,3,2,470,49092472.4415,-191471999.696,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,12,12274586.527,242.561342593,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,29,22093921.3146,771.044479169,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,327,9815792.31991,4070.95078704,valid
4,58,25,4,3,14.5,6.25,14.5,8.33333333333,1,2,384,81003529.7829,-122731956.71,valid
2,3,2,1,1,1.5,1.0,3.0,2.0,0,1,366,2454294.0594,-9818688.44682,valid
2,1,1,1,1,0.5,0.5,1.0,1.0,0,1,10,-0.0418981481344,-4909771.90532,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,23,9,2,1,11.5,4.5,11.5,9.0,1,1,360,34364484.7788,-44182084.1991,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,1,1,373,-557.99548611,-14728506.3194,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,7,7364848.31361,49.1394097228,valid
1,24,0,1,0,24.0,0.0,24.0,0,0,1,8,58918587.1414,592.482777774,valid
3,8,12,2,3,2.66666666667,4.0,4.0,4.0,0,2,43,-9819724.08847,-58917571.1587,valid
4,18,11,3,3,4.5,2.75,6.0,3.66666666667,1,2,371,17182505.1644,-54004889.6336,valid
2,6,6,2,2,3.0,3.0,3.0,3.0,0,1,34,0.0,-29458487.8497,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,18,0,1,0,18.0,0.0,18.0,0,0,1,7,44188571.8387,812.879375003,valid
2,37,1,2,1,18.5,0.5,18.5,1.0,1,2,328,88342130.8792,-4872668.21539,valid
2,10,5,2,1,5.0,2.5,5.0,5.0,1,1,373,12272918.2729,-24546529.7093,valid
2,6,0,2,0,3.0,0.0,3.0,0,0,2,18,14729613.0708,181.835208334,valid
2,7,7,1,1,3.5,3.5,7.0,7.0,1,1,353,-1267.57498843,-34366480.3307,valid
1,17,0,1,0,17.0,0.0,17.0,0,0,1,327,41717117.3596,17301.5408449,valid
3,22,8,3,2,7.33333333333,2.66666666667,7.33333333333,4.0,0,2,385,34365212.7557,-39274226.4648,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,2,327,-2063.70934028,-14725752.1892,valid
4,9,6,3,2,2.25,1.5,3.0,3.0,0,2,365,7363974.2166,-29457555.0353,valid
4,22,12,3,2,5.5,3.0,7.33333333333,6.0,1,2,371,24545750.7315,-58912422.4279,valid
1,20,0,1,0,20.0,0.0,20.0,0,0,1,29,49097602.9213,1713.43217593,valid
1,89,0,1,0,89.0,0.0,89.0,0,0,1,327,218401379.118,90578.6550115,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,29,17184161.0225,599.701261573,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,88,7364532.14448,365.308541667,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,18,7364643.6066,253.846423611,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,51,22094039.3083,653.05072917,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
2,8,8,1,1,4.0,4.0,8.0,8.0,1,1,335,-1295.16324074,-39264464.4429,valid
1,52,0,1,0,52.0,0.0,52.0,0,0,1,327,127605300.159,52922.3602315,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,93,4909688.10495,243.530393519,valid
3,6,7,3,2,2.0,2.33333333333,2.0,3.5,1,3,19,-2456691.88558,-34363204.8126,valid
2,34,34,2,2,17.0,17.0,17.0,17.0,0,1,34,0.0,-166931431.148,valid
1,31,0,1,0,31.0,0.0,31.0,0,0,1,327,76072390.4793,31549.8685995,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,6,0,1,0,6.0,0.0,6.0,0,0,1,327,14723688.4799,6106.42618055,valid
2,146,2,2,1,73.0,1.0,73.0,2.0,1,2,328,353368523.517,-9672059.31662,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,12,9819686.67773,176.592962962,valid
2,18,4,1,1,9.0,2.0,18.0,4.0,0,1,8,34368881.1887,-19638741.0414,valid
1,21,0,1,0,21.0,0.0,21.0,0,0,1,51,51553282.5809,999.590277776,valid
1,40,0,1,0,40.0,0.0,40.0,0,0,1,51,98196728.7255,1903.98148146,valid
1,41,0,1,0,41.0,0.0,41.0,0,0,1,327,100611871.279,41727.2455671,valid
4,69,38,4,3,17.25,9.5,17.25,12.6666666667,2,2,369,76092943.7196,-186557040.26,valid
1,37,0,1,0,37.0,0.0,37.0,0,0,1,51,90831974.0711,1761.18287037,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,327,29447376.9597,12212.8523611,valid
1,47,0,1,0,47.0,0.0,47.0,0,0,1,327,115335559.759,47833.6717477,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,327,14723688.4799,6106.42618055,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,33,25,3,2,11.0,8.33333333333,11.0,12.5,1,2,374,19635616.1733,-122738504.38,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,327,19631584.6398,8141.90157407,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,327,9815792.31991,4070.95078704,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
4,66,33,4,3,16.5,8.25,16.5,11.0,0,2,369,81004348.4928,-162011844.429,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
1,34,0,1,0,34.0,0.0,34.0,0,0,1,327,83434234.7192,34603.0816898,valid
1,0,1,0,1,0.0,1.0,0,1.0,0,1,3,-2454893.26493,-4909859.0826,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,327,14723688.4799,6106.42618055,valid
3,6,2,3,2,2.0,0.666666666667,2.0,1.0,0,2,363,9818632.21593,-9818246.13137,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,2,12274719.1753,109.913020832,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,29,7364640.43819,257.014826389,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,93,4909688.10495,243.530393519,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
1,20,0,1,0,20.0,0.0,20.0,0,0,1,327,49078961.5995,20354.7539352,valid
2,5,3,2,1,2.5,1.5,2.5,3.0,1,1,373,4909130.10947,-14728262.789,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,28,0,1,0,28.0,0.0,28.0,0,0,1,327,68710546.2394,28496.6555092,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,9,9819556.54231,306.72837963,valid
2,12,12,2,2,6.0,6.0,6.0,6.0,0,1,34,0.0,-58916975.6993,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
2,9,5,2,1,4.5,2.5,4.5,5.0,0,2,355,9818396.35899,-24547472.1974,valid
1,17,0,1,0,17.0,0.0,17.0,0,0,1,327,41717117.3596,17301.5408449,valid
5,36,7,5,3,7.2,1.4,7.2,2.33333333333,0,3,79,71185610.0205,-34359716.1152,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,5,1,2,1,2.5,0.5,2.5,1.0,1,2,18,9819524.8088,-4909440.39315,valid
5,38,36,5,5,7.6,7.2,7.6,7.2,3,1,98,4909940.90656,-176752085.014,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,10,7364797.46913,99.9838888887,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,88,9819376.19264,487.078055555,valid
2,21,13,2,1,10.5,6.5,10.5,13.0,1,1,360,19636354.4607,-63822469.1727,valid
6,72,60,6,4,12.0,10.0,12.0,15.0,0,3,364,29451628.211,-294577816.187,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
8,34,9,8,7,4.25,1.125,4.25,1.28571428571,2,4,126,61371626.8654,-44185942.3419,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,1,1,373,7363974.16194,-14728141.0238,valid
3,36,22,2,2,12.0,7.33333333333,18.0,11.0,1,2,364,34362937.9439,-108007288.357,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,29,9819520.58426,342.686435185,valid
2,9,2,2,1,4.5,1.0,4.5,2.0,0,1,5,17184442.7676,-9819368.71428,valid
1,69,0,1,0,69.0,0.0,69.0,0,0,1,327,169322417.518,70223.9010764,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
2,13,11,1,1,6.5,5.5,13.0,11.0,1,1,360,4907314.17149,-54003863.5967,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
5,17,15,4,3,3.4,3.0,4.25,5.0,0,3,49,4907520.21898,-73644671.7852,valid
1,90,0,1,0,90.0,0.0,90.0,0,0,1,327,220855327.198,91596.3927083,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,11,7364682.33847,215.114548611,valid
4,4,3,2,2,1.0,0.75,2.0,1.5,0,1,23,2454873.37624,-14729232.4475,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
3,53,29,3,2,17.6666666667,9.66666666667,17.6666666667,14.5,0,2,367,58910630.1512,-142372458.143,valid
2,5,3,2,1,2.5,1.5,2.5,3.0,1,1,360,4909134.11374,-14728242.7676,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,18,4909835.04164,96.593703703,valid
2,5,3,2,1,2.5,1.5,2.5,3.0,1,1,360,4909134.11374,-14728242.7676,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,3053.21309028,valid
3,14,11,2,1,4.66666666667,3.66666666667,7.0,11.0,0,2,374,7361546.28601,-54004849.632,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,353,7363974.16194,923.291076388,valid
