% []
@RELATION base

@ATTRIBUTE tot_changes_last_Methods NUMERIC
@ATTRIBUTE sum_insert_last_Methods NUMERIC
@ATTRIBUTE sum_delet_lasts_Methods NUMERIC
@ATTRIBUTE count_insert_last_Methods NUMERIC
@ATTRIBUTE count_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_last_Methods NUMERIC
@ATTRIBUTE avg_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_last_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_last_Methods NUMERIC
@ATTRIBUTE tot_bugs_last_Methods NUMERIC
@ATTRIBUTE lastVer_tot_developers_Methods NUMERIC
@ATTRIBUTE last_commit_Methods NUMERIC
@ATTRIBUTE last_bug_Methods NUMERIC
@ATTRIBUTE last_bug_binary_Methods NUMERIC
@ATTRIBUTE tot_changes_bugged_Methods NUMERIC
@ATTRIBUTE sum_insert_bugged_Methods NUMERIC
@ATTRIBUTE sum_delet_buggeds_Methods NUMERIC
@ATTRIBUTE count_insert_bugged_Methods NUMERIC
@ATTRIBUTE count_delets_bugged_Methods NUMERIC
@ATTRIBUTE avg_insert_bugged_Methods NUMERIC
@ATTRIBUTE avg_delets_bugged_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_bugged_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_bugged_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
1,7,0,1,0,7.0,0.0,7.0,0,0,1,3633.88850694,0,0,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,893.121319444,0,0,0,0,0,0,0,0,0,0,0,valid
2,11,1,2,1,5.5,0.5,5.5,1.0,0,2,797.0334375,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2080.76458333,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,2185.84726852,0,0,0,0,0,0,0,0,0,0,0,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,1627.23104167,0,0,0,0,0,0,0,0,0,0,0,valid
1,19,0,1,0,19.0,0.0,19.0,0,0,1,1624.67959491,0,0,0,0,0,0,0,0,0,0,0,valid
3,15,6,3,2,5.0,2.0,5.0,3.0,0,1,1297.87789352,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,88.8662962965,0,0,0,0,0,0,0,0,0,0,0,valid
2,7,7,1,1,3.5,3.5,7.0,7.0,0,2,1221.75377315,0,0,0,0,0,0,0,0,0,0,0,valid
11,59,14,11,8,5.36363636364,1.27272727273,5.36363636364,1.75,0,4,834.937673611,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,2158.61931713,0,0,0,0,0,0,0,0,0,0,0,valid
1,0,3,0,1,0.0,3.0,0,3.0,0,1,1595.06759259,0,0,0,0,0,0,0,0,0,0,0,valid
2,12,1,2,1,6.0,0.5,6.0,1.0,0,2,438.341851852,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2158.23616898,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2080.76458333,0,0,0,0,0,0,0,0,0,0,0,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,1711.76554398,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,624.693611111,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,2291.22560185,0,0,0,0,0,0,0,0,0,0,0,valid
5,8,5,4,3,1.6,1.0,2.0,1.66666666667,0,3,2492.99626157,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,614.895613426,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,619.894236111,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,628.94599537,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1291.91392361,0,0,0,0,0,0,0,0,0,0,0,valid
1,0,1,0,1,0.0,1.0,0,1.0,0,1,616.007604167,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,5,1,1,5.0,5.0,5.0,5.0,0,1,164.783935186,0,0,0,0,0,0,0,0,0,0,0,valid
2,4,4,1,1,2.0,2.0,4.0,4.0,0,2,837.171458333,0,0,0,0,0,0,0,0,0,0,0,valid
3,32,2,3,1,10.6666666667,0.666666666667,10.6666666667,2.0,0,2,1035.09861111,0,0,0,0,0,0,0,0,0,0,0,valid
1,18,0,1,0,18.0,0.0,18.0,0,0,1,3633.88850694,0,0,0,0,0,0,0,0,0,0,0,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,1595.06759259,0,0,0,0,0,0,0,0,0,0,0,valid
1,0,6,0,1,0.0,6.0,0,6.0,0,1,620.081006945,0,0,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,1297.80167824,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,81.2486805557,0,0,0,0,0,0,0,0,0,0,0,valid
4,18,11,4,3,4.5,2.75,4.5,3.66666666667,1,3,1530.85554398,1530.85554398,1530.85554398,1,1,1,1,1,1.0,1.0,1.0,1.0,valid
1,0,3,0,1,0.0,3.0,0,3.0,0,1,97.949652778,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1859.68615741,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,3061.54237269,0,0,0,0,0,0,0,0,0,0,0,valid
6,28,5,6,3,4.66666666667,0.833333333333,4.66666666667,1.66666666667,0,3,891.826180556,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,93.9600925925,0,0,0,0,0,0,0,0,0,0,0,valid
7,58,40,7,6,8.28571428571,5.71428571429,8.28571428571,6.66666666667,0,5,2282.89290509,0,0,0,0,0,0,0,0,0,0,0,valid
4,32,15,4,3,8.0,3.75,8.0,5.0,0,3,894.027384259,0,0,0,0,0,0,0,0,0,0,0,valid
2,6,6,1,1,3.0,3.0,6.0,6.0,0,1,3252.47322917,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,88.8913194444,0,0,0,0,0,0,0,0,0,0,0,valid
2,12,1,2,1,6.0,0.5,6.0,1.0,0,2,81.2486805557,0,0,0,0,0,0,0,0,0,0,0,valid
2,4,4,1,1,2.0,2.0,4.0,4.0,0,1,3127.57005787,0,0,0,0,0,0,0,0,0,0,0,valid
1,29,0,1,0,29.0,0.0,29.0,0,0,1,2076.77938657,0,0,0,0,0,0,0,0,0,0,0,valid
2,33,8,2,1,16.5,4.0,16.5,8.0,0,1,1243.77517361,0,0,0,0,0,0,0,0,0,0,0,valid
6,17,6,6,5,2.83333333333,1.0,2.83333333333,1.2,1,4,797.084178241,1128.00025463,1128.00025463,1,2,2,1,1,2.0,2.0,2.0,2.0,valid
2,6,0,2,0,3.0,0.0,3.0,0,0,2,684.810405093,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,624.693611111,0,0,0,0,0,0,0,0,0,0,0,valid
1,13,0,1,0,13.0,0.0,13.0,0,0,1,1291.91392361,0,0,0,0,0,0,0,0,0,0,0,valid
2,2,3,2,2,1.0,1.5,1.0,1.5,0,1,2455.85854167,0,0,0,0,0,0,0,0,0,0,0,valid
2,2,2,2,2,1.0,1.0,1.0,1.0,0,2,91.7938078707,0,0,0,0,0,0,0,0,0,0,0,valid
2,89,27,2,1,44.5,13.5,44.5,27.0,0,1,2827.64327546,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,6,1,1,3.0,6.0,3.0,6.0,0,1,620.811041667,0,0,0,0,0,0,0,0,0,0,0,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,2866.83305556,0,0,0,0,0,0,0,0,0,0,0,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,627.898587963,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,91.7938078707,0,0,0,0,0,0,0,0,0,0,0,valid
3,5,5,2,2,1.66666666667,1.66666666667,2.5,2.5,0,1,2928.59821759,0,0,0,0,0,0,0,0,0,0,0,valid
3,65,4,3,2,21.6666666667,1.33333333333,21.6666666667,2.0,0,1,628.800972222,0,0,0,0,0,0,0,0,0,0,0,valid
2,11,1,2,1,5.5,0.5,5.5,1.0,0,1,613.88505787,0,0,0,0,0,0,0,0,0,0,0,valid
4,7,7,3,3,1.75,1.75,2.33333333333,2.33333333333,2,1,2082.32097222,2082.32097222,2082.32097222,2,1,6,1,2,0.5,3.0,1.0,3.0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,1042.89283565,0,0,0,0,0,0,0,0,0,0,0,valid
3,11,2,3,2,3.66666666667,0.666666666667,3.66666666667,1.0,0,1,1999.31150463,0,0,0,0,0,0,0,0,0,0,0,valid
5,15,14,4,4,3.0,2.8,3.75,3.5,0,3,3321.87780093,0,0,0,0,0,0,0,0,0,0,0,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,1229.4,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,616.007604167,0,0,0,0,0,0,0,0,0,0,0,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,544.873368056,0,0,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,2866.83305556,0,0,0,0,0,0,0,0,0,0,0,valid
1,0,4,0,1,0.0,4.0,0,4.0,0,1,620.811041667,0,0,0,0,0,0,0,0,0,0,0,valid
2,2,2,2,2,1.0,1.0,1.0,1.0,0,1,81.2486805557,0,0,0,0,0,0,0,0,0,0,0,valid
1,7,7,1,1,7.0,7.0,7.0,7.0,0,1,93.9600925925,0,0,0,0,0,0,0,0,0,0,0,valid
1,13,0,1,0,13.0,0.0,13.0,0,0,1,1535.40422454,0,0,0,0,0,0,0,0,0,0,0,valid
1,0,1,0,1,0.0,1.0,0,1.0,0,1,3463.93195602,0,0,0,0,0,0,0,0,0,0,0,valid
3,26,3,2,2,8.66666666667,1.0,13.0,1.5,0,2,88.6937847226,0,0,0,0,0,0,0,0,0,0,0,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,464.934768518,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1711.76554398,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,624.829375,0,0,0,0,0,0,0,0,0,0,0,valid
2,2,2,2,2,1.0,1.0,1.0,1.0,1,2,91.7938078707,407.095613426,407.095613426,1,1,1,1,1,1.0,1.0,1.0,1.0,valid
1,11,0,1,0,11.0,0.0,11.0,0,0,1,1999.90868056,0,0,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,2832.80819444,0,0,0,0,0,0,0,0,0,0,0,valid
3,12,10,3,3,4.0,3.33333333333,4.0,3.33333333333,0,3,797.0334375,0,0,0,0,0,0,0,0,0,0,0,valid
2,10,5,2,1,5.0,2.5,5.0,5.0,0,2,1516.37201389,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,624.693611111,0,0,0,0,0,0,0,0,0,0,0,valid
1,11,0,1,0,11.0,0.0,11.0,0,0,1,3633.8915625,0,0,0,0,0,0,0,0,0,0,0,valid
2,2,2,2,2,1.0,1.0,1.0,1.0,0,2,894.027384259,0,0,0,0,0,0,0,0,0,0,0,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,1036.91744213,0,0,0,0,0,0,0,0,0,0,0,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,74.2302430556,0,0,0,0,0,0,0,0,0,0,0,valid
4,9,5,4,3,2.25,1.25,2.25,1.66666666667,0,3,1243.77517361,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,3769.67273148,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,893.121319444,0,0,0,0,0,0,0,0,0,0,0,valid
3,10,2,3,2,3.33333333333,0.666666666667,3.33333333333,1.0,0,3,1221.754375,0,0,0,0,0,0,0,0,0,0,0,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,2,837.171458333,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,216.797118056,0,0,0,0,0,0,0,0,0,0,0,valid
3,9,8,3,3,3.0,2.66666666667,3.0,2.66666666667,0,3,2292.09834491,0,0,0,0,0,0,0,0,0,0,0,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,2159.11478009,0,0,0,0,0,0,0,0,0,0,0,valid
4,19,33,3,4,4.75,8.25,6.33333333333,8.25,0,2,3091.5971875,0,0,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,1595.01506944,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1229.4,0,0,0,0,0,0,0,0,0,0,0,valid
3,6,6,2,2,2.0,2.0,3.0,3.0,0,3,837.171458333,0,0,0,0,0,0,0,0,0,0,0,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,216.797118056,0,0,0,0,0,0,0,0,0,0,0,valid
2,5,5,1,1,2.5,2.5,5.0,5.0,0,1,624.582453704,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,624.693611111,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,1641.80287037,0,0,0,0,0,0,0,0,0,0,0,valid
2,16,2,2,1,8.0,1.0,8.0,2.0,0,2,894.028402778,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2291.22560185,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,2080.76458333,0,0,0,0,0,0,0,0,0,0,0,valid
3,11,6,3,2,3.66666666667,2.0,3.66666666667,3.0,0,3,892.818912037,0,0,0,0,0,0,0,0,0,0,0,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,1,830.80349537,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,91.7938078707,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1626.83883102,0,0,0,0,0,0,0,0,0,0,0,valid
1,11,11,1,1,11.0,11.0,11.0,11.0,0,1,164.783935186,0,0,0,0,0,0,0,0,0,0,0,valid
1,13,13,1,1,13.0,13.0,13.0,13.0,0,1,622.111412037,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,3061.54237269,0,0,0,0,0,0,0,0,0,0,0,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,2,837.171458333,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2124.81283565,0,0,0,0,0,0,0,0,0,0,0,valid
2,3,22,1,2,1.5,11.0,3.0,11.0,0,1,619.894236111,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,88.9832638889,0,0,0,0,0,0,0,0,0,0,0,valid
4,9,2,3,2,2.25,0.5,3.0,1.0,0,1,3032.95243056,0,0,0,0,0,0,0,0,0,0,0,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,0,2,894.027905093,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,91.7938078707,0,0,0,0,0,0,0,0,0,0,0,valid
1,24,0,1,0,24.0,0.0,24.0,0,0,1,2082.23990741,0,0,0,0,0,0,0,0,0,0,0,valid
2,4,4,2,2,2.0,2.0,2.0,2.0,0,1,3094.57100694,0,0,0,0,0,0,0,0,0,0,0,valid
3,27,7,3,2,9.0,2.33333333333,9.0,3.5,0,2,2552.27329861,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,93.9600925925,0,0,0,0,0,0,0,0,0,0,0,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,1627.23104167,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,614.847418982,0,0,0,0,0,0,0,0,0,0,0,valid
3,4,4,2,2,1.33333333333,1.33333333333,2.0,2.0,0,1,2928.59821759,0,0,0,0,0,0,0,0,0,0,0,valid
2,10,4,2,1,5.0,2.0,5.0,4.0,0,1,834.027870371,0,0,0,0,0,0,0,0,0,0,0,valid
2,9,3,2,1,4.5,1.5,4.5,3.0,0,1,1641.80287037,0,0,0,0,0,0,0,0,0,0,0,valid
6,15,5,6,4,2.5,0.833333333333,2.5,1.25,0,5,627.796342593,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,623.782511574,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,2076.79268519,0,0,0,0,0,0,0,0,0,0,0,valid
1,18,18,1,1,18.0,18.0,18.0,18.0,0,1,164.783935186,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1626.83883102,0,0,0,0,0,0,0,0,0,0,0,valid
5,42,11,5,4,8.4,2.2,8.4,2.75,0,2,629.061388889,0,0,0,0,0,0,0,0,0,0,0,valid
3,5,7,3,3,1.66666666667,2.33333333333,1.66666666667,2.33333333333,0,3,281.978356482,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2356.82892361,0,0,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,2866.83305556,0,0,0,0,0,0,0,0,0,0,0,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,1,1813.95239583,0,0,0,0,0,0,0,0,0,0,0,valid
1,21,0,1,0,21.0,0.0,21.0,0,0,1,464.828784722,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1535.40422454,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,624.829375,0,0,0,0,0,0,0,0,0,0,0,valid
4,54,55,3,3,13.5,13.75,18.0,18.3333333333,0,2,3130.9966088,0,0,0,0,0,0,0,0,0,0,0,valid
3,4,4,3,3,1.33333333333,1.33333333333,1.33333333333,1.33333333333,0,1,613.928587963,0,0,0,0,0,0,0,0,0,0,0,valid
2,12,1,2,1,6.0,0.5,6.0,1.0,0,2,81.2486805557,0,0,0,0,0,0,0,0,0,0,0,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,2793.86471065,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2080.89524306,0,0,0,0,0,0,0,0,0,0,0,valid
2,3,1,2,1,1.5,0.5,1.5,1.0,1,2,110.213530093,110.213530093,110.213530093,1,1,0,1,0,1.0,0.0,1.0,0,valid
4,7,2,4,2,1.75,0.5,1.75,1.0,0,3,64.2568055559,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,893.121319444,0,0,0,0,0,0,0,0,0,0,0,valid
1,8,8,1,1,8.0,8.0,8.0,8.0,0,1,164.783935186,0,0,0,0,0,0,0,0,0,0,0,valid
2,14,1,2,1,7.0,0.5,7.0,1.0,0,1,1999.34306713,0,0,0,0,0,0,0,0,0,0,0,valid
1,25,0,1,0,25.0,0.0,25.0,0,0,1,94.8037731485,0,0,0,0,0,0,0,0,0,0,0,valid
7,22,68,7,6,3.14285714286,9.71428571429,3.14285714286,11.3333333333,3,3,628.781273148,628.781273148,628.781273148,4,18,65,4,4,4.5,16.25,4.5,16.25,valid
1,6,6,1,1,6.0,6.0,6.0,6.0,0,1,93.9600925925,0,0,0,0,0,0,0,0,0,0,0,valid
2,17,1,2,1,8.5,0.5,8.5,1.0,0,2,894.027384259,0,0,0,0,0,0,0,0,0,0,0,valid
1,0,3,0,1,0.0,3.0,0,3.0,0,1,74.7839699076,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1297.87543981,0,0,0,0,0,0,0,0,0,0,0,valid
2,5,2,2,2,2.5,1.0,2.5,1.0,0,2,81.2486805557,0,0,0,0,0,0,0,0,0,0,0,valid
1,21,0,1,0,21.0,0.0,21.0,0,0,1,834.98275463,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,216.797118056,0,0,0,0,0,0,0,0,0,0,0,valid
