% []
@RELATION base

@ATTRIBUTE tot_changes_last_Methods NUMERIC
@ATTRIBUTE sum_insert_last_Methods NUMERIC
@ATTRIBUTE sum_delet_lasts_Methods NUMERIC
@ATTRIBUTE count_insert_last_Methods NUMERIC
@ATTRIBUTE count_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_last_Methods NUMERIC
@ATTRIBUTE avg_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_last_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_last_Methods NUMERIC
@ATTRIBUTE tot_bugs_last_Methods NUMERIC
@ATTRIBUTE lastVer_tot_developers_Methods NUMERIC
@ATTRIBUTE last_commit_Methods NUMERIC
@ATTRIBUTE last_bug_Methods NUMERIC
@ATTRIBUTE last_bug_binary_Methods NUMERIC
@ATTRIBUTE tot_changes_Methods NUMERIC
@ATTRIBUTE sum_insert_Methods NUMERIC
@ATTRIBUTE sum_delets_Methods NUMERIC
@ATTRIBUTE count_insert_Methods NUMERIC
@ATTRIBUTE count_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_Methods NUMERIC
@ATTRIBUTE avg_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_Methods NUMERIC
@ATTRIBUTE tot_bugs_Methods NUMERIC
@ATTRIBUTE tot_developers_Methods NUMERIC
@ATTRIBUTE change_set_Methods NUMERIC
@ATTRIBUTE age_Methods NUMERIC
@ATTRIBUTE age2_Methods NUMERIC
@ATTRIBUTE tot_changes_bugged_Methods NUMERIC
@ATTRIBUTE sum_insert_bugged_Methods NUMERIC
@ATTRIBUTE sum_delet_buggeds_Methods NUMERIC
@ATTRIBUTE count_insert_bugged_Methods NUMERIC
@ATTRIBUTE count_delets_bugged_Methods NUMERIC
@ATTRIBUTE avg_insert_bugged_Methods NUMERIC
@ATTRIBUTE avg_delets_bugged_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_bugged_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_bugged_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
1,3,0,1,0,3.0,0.0,3.0,0,0,1,445.169583334,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,45,7362696.59604,1335.50875,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1289.59550926,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,181,7360163.31826,3868.78652778,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1307.49579861,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,405,7360109.6174,3922.48739583,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,811.996400463,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,288,7361596.11559,2435.98920139,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,645.207604167,0,0,1,0,7,0,1,0.0,7.0,0,7.0,0,1,122,-17178225.1246,-34360966.7025,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,628.101631945,0,0,2,3,3,1,1,1.5,1.5,3.0,3.0,0,1,224,-11.955937501,-14724283.6439,0,0,0,0,0,0,0,0,0,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,135.310868056,0,0,1,1,0,1,0,1.0,0.0,1.0,0,0,1,5,2454542.0574,135.310868056,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,632.086944445,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,169,4908090.56264,1264.17388889,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,540.143912037,0,0,3,6,6,2,2,2.0,2.0,3.0,3.0,0,1,23,-0.632939813659,-29449645.5269,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1140.8271412,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,3422.48142361,0,0,0,0,0,0,0,0,0,valid
7,16,20,6,6,2.28571428571,2.85714285714,2.66666666667,3.33333333333,4,1,87.9773379629,447.406168982,447.406168982,10,36,23,9,8,3.6,2.3,4.0,2.875,4,2,279,31902736.1783,-112885639.249,4,8,15,3,4,2.0,3.75,2.66666666667,3.75,valid
0,0,0,0,0,0,0,0,0,0,0,971.082870371,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,124,9814825.14157,3884.33148148,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,971.082870371,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,124,7361118.85618,2913.24861111,0,0,0,0,0,0,0,0,0,valid
1,54,0,1,0,54.0,0.0,54.0,0,0,1,178.088969908,0,0,1,54,0,1,0,54.0,0.0,54.0,0,0,1,10,132542961.082,9616.80437502,0,0,0,0,0,0,0,0,0,valid
2,24,7,1,1,12.0,3.5,24.0,7.0,0,1,20.9473726852,0,0,2,24,7,1,1,12.0,3.5,24.0,7.0,0,1,49,41727001.1857,-34362675.8177,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,19,3,3,1,6.33333333333,1.0,6.33333333333,3.0,0,1,122.908125,0,0,3,19,3,3,1,6.33333333333,1.0,6.33333333333,3.0,0,1,88,39272455.2864,-14724944.155,0,0,0,0,0,0,0,0,0,bugged
2,5,9,2,2,2.5,4.5,2.5,4.5,1,1,2.13209490757,2.13209490757,2.13209490757,2,5,9,2,2,2.5,4.5,2.5,4.5,1,1,30,-9818700.94468,-44183150.4751,1,4,8,1,1,4.0,8.0,4.0,8.0,valid
0,0,0,0,0,0,0,0,0,0,0,1140.8271412,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,3422.48142361,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,632.086944445,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,169,4908090.56264,1264.17388889,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,617.106111111,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,7,9816241.04861,2468.42444444,0,0,0,0,0,0,0,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,512.372488426,512.372488426,512.372488426,2,11,3,2,1,5.5,1.5,5.5,3.0,1,2,321,19630922.9749,-14718494.0034,1,3,3,1,1,3.0,3.0,3.0,3.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,628.101631945,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,61,9816197.06653,2512.40652778,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,44.1176388892,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,49,14727799.5038,264.705833334,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,649.234421297,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,32,7362075.31997,-14722212.0182,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1307.49579861,0,0,1,9,0,1,0,9.0,0.0,9.0,0,0,1,405,22080328.8522,11767.4621875,0,0,0,0,0,0,0,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,512.372488426,512.372488426,512.372488426,2,11,3,2,1,5.5,1.5,5.5,3.0,1,2,321,19630922.9749,-14718494.0034,1,3,3,1,1,3.0,3.0,3.0,3.0,valid
0,0,0,0,0,0,0,0,0,0,0,753.986319445,0,0,1,0,2,0,1,0.0,2.0,0,2.0,0,1,50,-4907846.76389,-9817201.50042,0,0,0,0,0,0,0,0,0,valid
8,66,57,7,6,8.25,7.125,9.42857142857,9.5,0,1,27.9373611114,0,0,8,66,57,7,6,8.25,7.125,9.42857142857,9.5,0,1,278,22089019.8963,-279810973.037,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,194.958784722,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,25,17181376.8664,1364.71149306,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,632.086944445,0,0,1,18,0,1,0,18.0,0.0,18.0,0,0,1,169,44172815.0637,11377.565,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,811.996400463,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,288,7361596.11559,2435.98920139,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,634.088483796,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,152,7362129.83934,1902.26545139,0,0,0,0,0,0,0,0,0,valid
3,5,1,3,1,1.66666666667,0.333333333333,1.66666666667,1.0,0,1,143.910266204,0,0,3,5,1,3,1,1.66666666667,0.333333333333,1.66666666667,1.0,0,1,45,9818095.15922,-4908452.60216,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,137.992280093,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,8,9818157.50394,551.969120372,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1289.59550926,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,181,7360163.31826,3868.78652778,0,0,0,0,0,0,0,0,0,valid
4,30,4,3,2,7.5,1.0,10.0,2.0,0,1,82.9396180557,0,0,4,30,4,3,2,7.5,1.0,10.0,2.0,0,1,93,63818164.7661,-19633068.8094,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,117.925231482,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,26,7363678.3291,353.775694446,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,0,14,0,1,0.0,14.0,0,14.0,0,1,522.178148149,0,0,2,6,15,1,2,3.0,7.5,6.0,7.5,0,2,166,-22087956.2627,-73628571.9345,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,512.372488426,512.372488426,512.372488426,2,4,1,2,1,2.0,0.5,2.0,1.0,1,2,185,7362151.15538,-4906449.04214,1,1,1,1,1,1.0,1.0,1.0,1.0,valid
1,47,0,1,0,47.0,0.0,47.0,0,0,1,34.9361689817,0,0,1,47,0,1,0,47.0,0.0,47.0,0,0,1,15,115368194.308,1641.99994214,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,35,11,3,2,11.6666666667,3.66666666667,11.6666666667,5.5,0,1,137.9515625,0,0,3,35,11,3,2,11.6666666667,3.66666666667,11.6666666667,5.5,0,1,37,58908838.4542,-53996448.3691,0,0,0,0,0,0,0,0,0,valid
1,2,2,1,1,2.0,2.0,2.0,2.0,0,1,512.372488426,512.372488426,512.372488426,2,15,2,2,1,7.5,1.0,7.5,2.0,1,2,321,31900249.8342,-9806104.0299,1,2,2,1,1,2.0,2.0,2.0,2.0,valid
0,0,0,0,0,0,0,0,0,0,0,1289.59550926,0,0,1,14,0,1,0,14.0,0.0,14.0,0,0,1,181,34347428.8186,18054.3371296,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,564.801747685,564.801747685,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,13,7362337.69955,1694.40524306,1,3,0,1,0,3.0,0.0,3.0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1140.8271412,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,378,9814146.16449,4563.30856482,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,2,2,2,2,1.0,1.0,1.0,1.0,0,1,494.359537037,0,0,4,16,2,4,2,4.0,0.5,4.0,1.0,0,2,137,34357168.3681,-9808361.61007,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1140.8271412,0,0,1,68,0,1,0,68.0,0.0,68.0,0,0,1,378,166840484.796,77576.2456019,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1140.8271412,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,378,17174755.7879,7985.78998843,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,645.207604167,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,122,9816128.64264,2580.83041667,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,822.917291667,0,0,1,4,11,1,1,4.0,11.0,4.0,11.0,0,1,52,-17176981.1568,-53990558.3424,0,0,0,0,0,0,0,0,0,valid
2,17,1,2,1,8.5,0.5,8.5,1.0,0,1,136.126157408,0,0,2,17,1,2,1,8.5,0.5,8.5,1.0,0,1,129,39272340.4256,-4906585.01755,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,632.086944445,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,169,7362135.84396,1896.26083333,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,1072.64366898,0,0,1,13,0,1,0,13.0,0.0,13.0,0,0,1,80,31896861.4197,13944.3676968,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,822.917291667,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,52,0.0,-4907708.90194,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
4,24,18,4,4,6.0,4.5,6.0,4.5,1,2,68.9718518523,343.04837963,343.04837963,4,24,18,4,4,6.0,4.5,6.0,4.5,1,2,137,14725039.314,-88358931.939,1,15,4,1,1,15.0,4.0,15.0,4.0,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,1,44.1176388892,0,0,2,3,3,1,1,1.5,1.5,3.0,3.0,0,1,69,-11.2746180557,-14727788.2291,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1289.59550926,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,181,7360163.31826,3868.78652778,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,540.143912037,540.230995371,0,2,9,6,1,1,4.5,3.0,9.0,6.0,1,1,23,7362410.88931,-29448025.4767,1,9,0,1,0,9.0,0.0,9.0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1140.8271412,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,378,17174755.7879,7985.78998843,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,512.372488426,512.372488426,512.372488426,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,158,0.0,-4908329.99155,1,1,1,1,1,1.0,1.0,1.0,1.0,valid
0,0,0,0,0,0,0,0,0,0,0,811.996400463,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,288,7361596.11559,2435.98920139,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,1289.59550926,0,0,1,8,0,1,0,8.0,0.0,8.0,0,0,1,181,19627102.182,10316.7640741,0,0,0,0,0,0,0,0,0,valid
1,24,0,1,0,24.0,0.0,24.0,0,0,1,194.958784722,0,0,1,24,0,1,0,24.0,0.0,24.0,0,0,1,25,58907577.8275,4679.01083334,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1307.49579861,0,0,1,38,0,1,0,38.0,0.0,38.0,0,0,1,405,93228055.1537,49684.8403472,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
6,12,13,6,6,2.0,2.16666666667,2.0,2.16666666667,1,1,136.126157408,525.418078704,525.418078704,6,12,13,6,6,2.0,2.16666666667,2.0,2.16666666667,1,1,267,-2454920.16687,-63811003.387,1,6,3,1,1,6.0,3.0,6.0,3.0,valid
0,0,0,0,0,0,0,0,0,0,0,1289.59550926,0,0,1,35,0,1,0,35.0,0.0,35.0,0,0,1,181,85868572.0464,45135.8428241,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,635.941076389,0,0,3,4,7,2,3,1.33333333333,2.33333333333,2.0,2.33333333333,0,1,196,-7362124.28156,-34358439.5989,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1140.8271412,0,0,1,36,0,1,0,36.0,0.0,36.0,0,0,1,378,88327315.4804,41069.7770833,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1307.49579861,0,0,1,12,0,1,0,12.0,0.0,12.0,0,0,1,405,29440438.4696,15689.9495833,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,1289.59550926,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,181,7360163.31826,3868.78652778,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1307.49579861,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,405,7360109.6174,3922.48739583,0,0,0,0,0,0,0,0,0,valid
2,103,1,2,1,51.5,0.5,51.5,1.0,0,1,16.1487384262,0,0,2,103,1,2,1,51.5,0.5,51.5,1.0,0,1,67,250372675.47,-4904906.34659,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1307.49579861,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,405,14720219.2348,7844.97479167,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1307.49579861,0,0,1,9,0,1,0,9.0,0.0,9.0,0,0,1,405,22080328.8522,11767.4621875,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1140.8271412,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,378,17174755.7879,7985.78998843,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1140.8271412,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,3422.48142361,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1289.59550926,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,181,12266938.8638,6447.9775463,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,753.986319445,0,0,1,0,3,0,1,0.0,3.0,0,3.0,0,1,50,-7361770.14583,-14725802.2506,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1140.8271412,0,0,1,8,0,1,0,8.0,0.0,8.0,0,0,1,378,19628292.329,9126.61712963,0,0,0,0,0,0,0,0,0,valid
1,17,0,1,0,17.0,0.0,17.0,0,0,1,194.958784722,0,0,1,17,0,1,0,17.0,0.0,17.0,0,0,1,25,41726200.9611,3314.29934028,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1289.59550926,0,0,1,8,0,1,0,8.0,0.0,8.0,0,0,1,181,19627102.182,10316.7640741,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1140.8271412,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,378,9814146.16449,4563.30856482,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1140.8271412,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,3422.48142361,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1289.59550926,0,0,1,14,0,1,0,14.0,0.0,14.0,0,0,1,181,34347428.8186,18054.3371296,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1307.49579861,0,0,1,9,0,1,0,9.0,0.0,9.0,0,0,1,405,22080328.8522,11767.4621875,0,0,0,0,0,0,0,0,0,valid
2,108,9,2,1,54.0,4.5,54.0,9.0,0,1,16.1487384262,0,0,2,108,9,2,1,54.0,4.5,54.0,9.0,0,1,61,243009318.674,-44180161.167,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,16.3658101852,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,14,0.0,-4909322.00491,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1072.64366898,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,80,7360814.17378,3217.93100695,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,634.088483796,0,0,3,11,10,2,2,3.66666666667,3.33333333333,5.5,5.0,0,2,332,2453971.43198,-49080156.4373,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,522.118969908,0,0,4,4,4,4,4,1.0,1.0,1.0,1.0,0,2,155,0.0,-19632467.8322,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,540.143912037,540.230995371,0,6,16,11,5,4,2.66666666667,1.83333333333,3.2,2.75,3,3,247,12270538.6522,-53987114.2888,3,9,4,3,2,3.0,1.33333333333,3.0,2.0,valid
0,0,0,0,0,0,0,0,0,0,0,1140.8271412,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,3422.48142361,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1140.8271412,0,0,1,9,0,1,0,9.0,0.0,9.0,0,0,1,378,22081828.8701,10267.4442708,0,0,0,0,0,0,0,0,0,valid
1,6,5,1,1,6.0,5.0,6.0,5.0,0,1,512.372488426,512.372488426,512.372488426,3,17,6,3,2,5.66666666667,2.0,5.66666666667,3.0,1,3,483,26992818.7144,-29441100.9588,1,6,5,1,1,6.0,5.0,6.0,5.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,5,7,2,3,1.66666666667,2.33333333333,2.5,2.33333333333,1,1,136.126157408,475.087118056,475.087118056,3,5,7,2,3,1.66666666667,2.33333333333,2.5,2.33333333333,1,1,264,-4909407.36876,-34362818.6825,1,2,1,1,1,2.0,1.0,2.0,1.0,bugged
4,6,6,4,4,1.5,1.5,1.5,1.5,0,1,181.967604167,0,0,5,9,6,5,4,1.8,1.2,1.8,1.5,0,1,161,7362411.67306,-29450338.6377,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,632.086944445,0,0,3,15,15,2,2,5.0,5.0,7.5,7.5,0,2,326,-110.235833332,-73621226.5283,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,540.143912037,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,23,9816548.89741,2160.57564815,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1140.8271412,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,3422.48142361,0,0,0,0,0,0,0,0,0,valid
