% []
@RELATION base

@ATTRIBUTE tot_changes_last_Methods NUMERIC
@ATTRIBUTE sum_insert_last_Methods NUMERIC
@ATTRIBUTE sum_delet_lasts_Methods NUMERIC
@ATTRIBUTE count_insert_last_Methods NUMERIC
@ATTRIBUTE count_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_last_Methods NUMERIC
@ATTRIBUTE avg_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_last_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_last_Methods NUMERIC
@ATTRIBUTE tot_bugs_last_Methods NUMERIC
@ATTRIBUTE lastVer_tot_developers_Methods NUMERIC
@ATTRIBUTE last_commit_Methods NUMERIC
@ATTRIBUTE last_bug_Methods NUMERIC
@ATTRIBUTE last_bug_binary_Methods NUMERIC
@ATTRIBUTE tot_changes_Methods NUMERIC
@ATTRIBUTE sum_insert_Methods NUMERIC
@ATTRIBUTE sum_delets_Methods NUMERIC
@ATTRIBUTE count_insert_Methods NUMERIC
@ATTRIBUTE count_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_Methods NUMERIC
@ATTRIBUTE avg_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_Methods NUMERIC
@ATTRIBUTE tot_bugs_Methods NUMERIC
@ATTRIBUTE tot_developers_Methods NUMERIC
@ATTRIBUTE change_set_Methods NUMERIC
@ATTRIBUTE age_Methods NUMERIC
@ATTRIBUTE age2_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
0,0,0,0,0,0,0,0,0,0,0,648.469641204,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,4,7366845.15226,1945.40892361,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,271.060578704,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,19,0.0,-4911984.91963,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,22.8738657408,0,0,2,4,4,2,2,2.0,2.0,2.0,2.0,0,2,28,0.0,-19646570.8369,valid
0,0,0,0,0,0,0,0,0,0,0,1655.90314815,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,144,7359816.4,-14718671.5423,valid
0,0,0,0,0,0,0,0,0,0,0,2890.79967593,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,80,4906745.44144,5781.59935185,valid
0,0,0,0,0,0,0,0,0,0,0,612.302418982,0,0,3,11,2,3,2,3.66666666667,0.666666666667,3.66666666667,1.0,0,1,16,22100610.8952,-9816842.11368,valid
0,0,0,0,0,0,0,0,0,0,0,615.234050926,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,60,7366924.75243,-14732023.9093,valid
0,0,0,0,0,0,0,0,0,0,0,599.067743056,0,0,2,4,4,2,2,2.0,2.0,2.0,2.0,0,1,13,0.0,-19645268.7113,valid
0,0,0,0,0,0,0,0,0,0,0,625.97,0,0,2,13,2,2,1,6.5,1.0,6.5,2.0,0,1,17,27012008.979,-9815660.45623,valid
0,0,0,0,0,0,0,0,0,0,0,1655.90314815,0,0,3,9,6,3,2,3.0,2.0,3.0,3.0,0,3,149,7361529.80281,-29447559.0407,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,3.82549768547,0,0,3,7,7,3,3,2.33333333333,2.33333333333,2.33333333333,2.33333333333,0,2,57,0.0,-34360918.6703,valid
0,0,0,0,0,0,0,0,0,0,0,993.815648148,0,0,1,0,3,0,1,0.0,3.0,0,3.0,0,1,23,-7365809.11424,-14734599.6754,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,12,6,2,1,6.0,3.0,6.0,6.0,0,1,626,14714206.9265,-29405147.6608,valid
0,0,0,0,0,0,0,0,0,0,0,625.954432871,0,0,3,12,4,3,2,4.0,1.33333333333,4.0,2.0,0,1,33,19645047.2644,-19640019.8353,valid
0,0,0,0,0,0,0,0,0,0,0,3252.15030093,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,2,7,7359031.52333,-4896263.70234,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45917,-14702573.8263,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.4613,-4893084.54289,valid
0,0,0,0,0,0,0,0,0,0,0,2290.01819444,2290.01819444,0,6,48,39,5,5,8.0,6.5,9.6,7.8,1,3,124,22075963.4597,-191320947.479,valid
0,0,0,0,0,0,0,0,0,0,0,1655.90314815,0,0,2,22,11,2,1,11.0,5.5,11.0,11.0,0,2,146,26985993.4879,-53968462.343,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.4642,-14702573.8314,valid
0,0,0,0,0,0,0,0,0,0,0,615.231180556,0,0,2,5,4,2,2,2.5,2.0,2.5,2.0,0,1,14,2455645.62946,-19644552.4642,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45917,-14702573.8263,valid
0,0,0,0,0,0,0,0,0,0,0,629.189270834,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,6,7366902.99337,1887.5678125,valid
0,0,0,0,0,0,0,0,0,0,0,2890.79967593,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,80,14720236.3243,17344.7980556,valid
1,3,2,1,1,3.0,2.0,3.0,2.0,0,1,22.8738657408,22.8738657408,22.8738657408,2,11,2,2,1,5.5,1.0,5.5,2.0,1,2,52,22098399.5144,-9816990.41697,valid
0,0,0,0,0,0,0,0,0,0,0,2172.2503588,0,0,2,274,274,2,2,137.0,137.0,137.0,137.0,0,1,48,0.0,-1344809887.24,valid
0,0,0,0,0,0,0,0,0,0,0,640.075532407,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,7,7366870.33458,1920.22659722,valid
0,0,0,0,0,0,0,0,0,0,0,324.859953704,0,0,3,8,7,3,3,2.66666666667,2.33333333333,2.66666666667,2.33333333333,0,1,165,2455938.66044,-34379036.7258,valid
0,0,0,0,0,0,0,0,0,0,0,615.186875,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,3,7366945.00056,1845.560625,valid
0,0,0,0,0,0,0,0,0,0,0,2734.92605324,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,7,7360585.78302,8204.77815972,valid
0,0,0,0,0,0,0,0,0,0,0,2420.25208333,0,0,5,32,14,5,1,6.4,2.8,6.4,14.0,0,2,135,44157580.2793,-68632131.3478,valid
0,0,0,0,0,0,0,0,0,0,0,993.79587963,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,2,64,7364677.58962,-4906426.47747,valid
0,0,0,0,0,0,0,0,0,0,0,3198.50130787,0,0,2,10,5,2,1,5.0,2.5,5.0,5.0,0,2,126,12263720.811,-24513053.3999,valid
0,0,0,0,0,0,0,0,0,0,0,324.859953704,0,0,2,49,47,2,2,24.5,23.5,24.5,23.5,0,2,183,4911877.32088,-230735863.703,valid
1,1,2,1,1,1.0,2.0,1.0,2.0,0,1,22.8738657408,0,0,2,2,3,2,2,1.0,1.5,1.0,1.5,0,2,28,-2456240.64653,-14734112.4178,valid
0,0,0,0,0,0,0,0,0,0,0,599.067743056,0,0,3,4,4,3,3,1.33333333333,1.33333333333,1.33333333333,1.33333333333,0,1,16,0.0,-19643871.0522,valid
0,0,0,0,0,0,0,0,0,0,0,324.859953704,0,0,3,8,4,3,3,2.66666666667,1.33333333333,2.66666666667,1.33333333333,0,1,182,9822812.0202,-19643425.3714,valid
0,0,0,0,0,0,0,0,0,0,0,2987.4222338,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,8962.26670139,valid
1,3,1,1,1,3.0,1.0,3.0,1.0,0,1,10.3743750001,0,0,5,7,4,5,4,1.4,0.8,1.4,1.0,0,3,143,7367034.57784,-19638083.9048,valid
0,0,0,0,0,0,0,0,0,0,0,2286.01261574,2289.38856481,0,2,6,3,2,1,3.0,1.5,3.0,3.0,1,1,37,7361922.39549,-14716996.881,valid
0,0,0,0,0,0,0,0,0,0,0,2987.4222338,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,8962.26670139,valid
0,0,0,0,0,0,0,0,0,0,0,3519.35819444,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,120,7358232.4866,10558.0745833,valid
0,0,0,0,0,0,0,0,0,0,0,2172.2503588,0,0,2,6,6,2,2,3.0,3.0,3.0,3.0,0,1,44,0.0,-29448399.2805,valid
0,0,0,0,0,0,0,0,0,0,0,3145.86197917,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,55,7359066.91757,-14708982.3069,valid
0,0,0,0,0,0,0,0,0,0,0,324.859953704,633.4365625,0,18,122,126,18,15,6.77777777778,7.0,6.77777777778,8.4,5,2,361,-9814659.31551,-618756782.228,valid
0,0,0,0,0,0,0,0,0,0,0,1655.90314815,0,0,5,150,101,5,4,30.0,20.2,30.0,25.25,0,3,147,120238320.113,-495645534.931,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45556,-14702573.8227,valid
0,0,0,0,0,0,0,0,0,0,0,1655.84387732,0,0,1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,138,0.0,-14727646.0591,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45674,-14702573.8239,valid
0,0,0,0,0,0,0,0,0,0,0,625.954432871,0,0,2,15,1,2,1,7.5,0.5,7.5,1.0,0,1,16,34378813.7689,-4902399.61528,valid
0,0,0,0,0,0,0,0,0,0,0,2290.01627315,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,11,14723841.0247,13740.0976389,valid
0,0,0,0,0,0,0,0,0,0,0,324.859953704,629.178171297,0,6,26,21,5,5,4.33333333333,3.5,5.2,4.2,2,2,172,12261035.3794,-103115556.951,valid
0,0,0,0,0,0,0,0,0,0,0,2734.92605324,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,7,7360585.78302,8204.77815972,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,56.2531134263,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,31,7368621.80184,168.759340279,valid
0,0,0,0,0,0,0,0,0,0,0,753.426527778,1381.22074074,0,3,3,6,3,3,1.0,2.0,1.0,2.0,1,2,19,-7364646.89896,-29462307.1676,valid
0,0,0,0,0,0,0,0,0,0,0,1655.90314815,0,0,4,87,67,4,3,21.75,16.75,21.75,22.3333333333,0,3,209,49047052.2956,-328719947.215,valid
0,0,0,0,0,0,0,0,0,0,0,993.79587963,0,0,2,17,9,2,1,8.5,4.5,8.5,9.0,0,2,64,19639283.8669,-44184030.745,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45788,-14702573.825,valid
0,0,0,0,0,0,0,0,0,0,0,324.859953704,610.912627315,0,2,9,2,2,1,4.5,1.0,4.5,2.0,1,1,175,17189854.307,-9819764.30604,valid
0,0,0,0,0,0,0,0,0,0,0,628.221793982,0,0,3,51,51,3,3,17.0,17.0,17.0,17.0,0,2,146,0.0,-250371949.854,valid
0,0,0,0,0,0,0,0,0,0,0,621.203333334,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,14,7366924.79052,-4909418.86346,valid
0,0,0,0,0,0,0,0,0,0,0,2929.32858796,0,0,3,41,21,3,2,13.6666666667,7.0,13.6666666667,10.5,0,2,626,49047365.4221,-102925750.994,valid
0,0,0,0,0,0,0,0,0,0,0,624.863865741,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,8,7366915.96958,1874.59159722,valid
0,0,0,0,0,0,0,0,0,0,0,2987.4222338,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,8962.26670139,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.46341,-4893084.54501,valid
0,0,0,0,0,0,0,0,0,0,0,993.79613426,0,0,3,7,7,3,3,2.33333333333,2.33333333333,2.33333333333,2.33333333333,0,2,202,0.0,-34372429.7789,valid
0,0,0,0,0,0,0,0,0,0,0,3210.71898148,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,18,17171369.6099,22475.0328704,valid
0,0,0,0,0,0,0,0,0,0,0,3198.50130787,0,0,2,8,4,2,1,4.0,2.0,4.0,4.0,0,2,126,9810976.6488,-19610442.7199,valid
0,0,0,0,0,0,0,0,0,0,0,3246.27221065,3562.17636574,0,3,14,7,2,1,4.66666666667,2.33333333333,7.0,7.0,1,1,27,17168898.8179,-34317295.6497,valid
0,0,0,0,0,0,0,0,0,0,0,3210.71898148,0,0,1,9,0,1,0,9.0,0.0,9.0,0,0,1,18,22077475.2127,28896.4708333,valid
0,0,0,0,0,0,0,0,0,0,0,976.8809375,0,0,3,17,18,3,3,5.66666666667,6.0,5.66666666667,6.0,0,2,161,-2453974.12279,-88358119.711,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.46326,-14702573.8304,valid
0,0,0,0,0,0,0,0,0,0,0,3519.35819444,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,120,7358232.4866,10558.0745833,valid
0,0,0,0,0,0,0,0,0,0,0,3885.69053241,0,0,3,23,14,3,2,7.66666666667,4.66666666667,7.66666666667,7.0,0,1,626,22071310.3593,-68631499.7593,valid
0,0,0,0,0,0,0,0,0,0,0,1655.90314815,1732.92493056,0,5,258,91,5,3,51.6,18.2,51.6,30.3333333333,1,3,862,409574887.674,-445724537.949,valid
0,0,0,0,0,0,0,0,0,0,0,1655.85060185,0,0,1,6,6,1,1,6.0,6.0,6.0,6.0,0,1,137,0.0,-29455292.0375,valid
0,0,0,0,0,0,0,0,0,0,0,1557.34128472,0,0,1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,2,0.0,-14728237.0747,valid
0,0,0,0,0,0,0,0,0,0,0,3868.31226852,0,0,2,18,16,1,1,9.0,8.0,18.0,16.0,0,1,113,4904764.86417,-78468884.4834,valid
0,0,0,0,0,0,0,0,0,0,0,1174.88300926,0,0,1,11,0,1,0,11.0,0.0,11.0,0,0,1,3,27005975.0112,12923.7131019,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45917,-14702573.8263,valid
0,0,0,0,0,0,0,0,0,0,0,1655.84387732,0,0,1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,138,0.0,-14727646.0591,valid
0,0,0,0,0,0,0,0,0,0,0,645.310115741,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1,7366854.63083,1935.93034722,valid
0,0,0,0,0,0,0,0,0,0,0,324.859953704,0,0,2,2,2,2,2,1.0,1.0,1.0,1.0,0,1,165,0.0,-9822326.32782,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,189.397916667,189.397916667,189.397916667,1,7,0,1,0,7.0,0.0,7.0,0,0,1,2,17192518.8573,1325.78541667,valid
0,0,0,0,0,0,0,0,0,0,0,2221.06017361,0,0,1,0,1,0,1,0.0,1.0,0,1.0,0,1,17,-2454042.46022,-4910305.98061,valid
0,0,0,0,0,0,0,0,0,0,0,778.363159723,778.363159723,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1,7366455.4717,2335.08947917,valid
1,3,1,1,1,3.0,1.0,3.0,1.0,0,1,10.3743750001,0,0,4,6,3,4,3,1.5,0.75,1.5,1.0,0,3,141,7367034.68793,-14729027.2232,valid
0,0,0,0,0,0,0,0,0,0,0,1655.85060185,0,0,1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,137,0.0,-14727646.0188,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45917,-14702573.8263,valid
0,0,0,0,0,0,0,0,0,0,0,3198.50130787,0,0,2,32,16,2,1,16.0,8.0,16.0,16.0,0,2,126,39243906.5952,-78441770.8796,valid
0,0,0,0,0,0,0,0,0,0,0,619.255370371,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,60,7366932.79507,1857.76611111,valid
0,0,0,0,0,0,0,0,0,0,0,324.859953704,0,0,1,3,2,1,1,3.0,2.0,3.0,2.0,0,1,165,2455938.66044,-9823429.78181,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.4642,-14702573.8314,valid
0,0,0,0,0,0,0,0,0,0,0,324.859953704,0,0,2,8,1,2,1,4.0,0.5,4.0,1.0,0,1,192,17190105.4852,-4908138.1633,valid
0,0,0,0,0,0,0,0,0,0,0,630.855405093,630.855405093,0,3,34,11,3,2,11.3333333333,3.66666666667,11.3333333333,5.5,1,1,11,56479550.3708,-54009408.0003,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45674,-14702573.8239,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45674,-14702573.8239,valid
0,0,0,0,0,0,0,0,0,0,0,599.103645834,599.103645834,0,2,1,1,1,1,0.5,0.5,1.0,1.0,1,1,7,-11.7088425923,-4911317.12465,valid
0,0,0,0,0,0,0,0,0,0,0,1655.84387732,0,0,2,14,7,2,1,7.0,3.5,7.0,7.0,0,2,153,17181650.4055,-34352313.234,valid
0,0,0,0,0,0,0,0,0,0,0,2286.01261574,2289.38856481,0,2,6,3,2,1,3.0,1.5,3.0,3.0,1,1,37,7361922.39549,-14716996.881,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,2,1,2,1,1.0,0.5,1.0,1.0,0,1,626,2452367.82064,-4900857.94302,valid
0,0,0,0,0,0,0,0,0,0,0,1174.87094907,0,0,14,498,369,14,11,35.5714285714,26.3571428571,35.5714285714,33.5454545455,0,4,232,316384170.139,-1809971881.35,valid
0,0,0,0,0,0,0,0,0,0,0,3248.28658565,3562.17636574,0,3,6,3,2,1,2.0,1.0,3.0,3.0,1,2,70,7358107.84382,-14707401.062,valid
0,0,0,0,0,0,0,0,0,0,0,396.296099537,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,1,0.0,-4911734.44859,valid
0,0,0,0,0,0,0,0,0,0,0,615.274699074,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,7,7366944.73708,1845.82409722,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45917,-14702573.8263,valid
0,0,0,0,0,0,0,0,0,0,0,3210.71898148,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,18,12265264.0071,16053.5949074,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.4609,-4893084.5425,valid
0,0,0,0,0,0,0,0,0,0,0,1655.85060185,0,0,2,6,6,2,2,3.0,3.0,3.0,3.0,0,2,142,0.0,-29454785.8424,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.4613,-4893084.54289,valid
0,0,0,0,0,0,0,0,0,0,0,3161.3315162,0,0,2,11,5,2,1,5.5,2.5,5.5,5.0,0,2,29,14718610.9206,-24512051.687,valid
0,0,0,0,0,0,0,0,0,0,0,1655.84387732,0,0,2,14,7,2,1,7.0,3.5,7.0,7.0,0,2,153,17181650.4055,-34352313.234,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.46418,-4893084.54578,valid
0,0,0,0,0,0,0,0,0,0,0,2172.2503588,0,0,2,6,6,2,2,3.0,3.0,3.0,3.0,0,1,44,0.0,-29448399.2805,valid
0,0,0,0,0,0,0,0,0,0,0,611.828136574,0,0,1,22,0,1,0,22.0,0.0,22.0,0,0,1,5,54024337.2297,13460.2190046,valid
0,0,0,0,0,0,0,0,0,0,0,3519.35819444,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,120,7358232.4866,10558.0745833,valid
0,0,0,0,0,0,0,0,0,0,0,621.75943287,0,0,9,144,65,9,8,16.0,7.22222222222,16.0,8.125,0,1,17,193995390.404,-319183913.282,valid
0,0,0,0,0,0,0,0,0,0,0,639.067141204,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,5,7366873.35976,1917.20142361,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45674,-14702573.8239,valid
0,0,0,0,0,0,0,0,0,0,0,1655.90314815,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,144,7359816.4,-14718671.5423,valid
0,0,0,0,0,0,0,0,0,0,0,332.013252315,0,0,3,33,0,3,0,11.0,0.0,11.0,0,0,1,13,81035719.9241,20976.2488889,valid
0,0,0,0,0,0,0,0,0,0,0,3151.81733796,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,30,4906223.40611,6303.63467593,valid
0,0,0,0,0,0,0,0,0,0,0,2987.4222338,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,8962.26670139,valid
0,0,0,0,0,0,0,0,0,0,0,1700.04106482,0,0,1,9,0,1,0,9.0,0.0,9.0,0,0,1,9,22091071.314,15300.3695833,valid
0,0,0,0,0,0,0,0,0,0,0,599.067743056,0,0,3,3,3,3,3,1.0,1.0,1.0,1.0,0,1,16,0.0,-14733252.7039,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,18,9,2,1,9.0,4.5,9.0,9.0,0,1,626,22071310.3736,-44107721.4751,valid
0,0,0,0,0,0,0,0,0,0,0,993.79613426,0,0,2,6,6,2,2,3.0,3.0,3.0,3.0,0,2,74,0.0,-29463214.4259,valid
0,0,0,0,0,0,0,0,0,0,0,3210.71898148,0,0,1,18,0,1,0,18.0,0.0,18.0,0,0,1,18,44154950.4254,57792.9416667,valid
0,0,0,0,0,0,0,0,0,0,0,1655.90314815,0,0,2,20,10,2,1,10.0,5.0,10.0,10.0,0,2,185,24532512.8086,-49062029.9495,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.46418,-4893084.54578,valid
0,0,0,0,0,0,0,0,0,0,0,324.859953704,1748.97300926,0,4,6,3,4,3,1.5,0.75,1.5,1.0,1,2,283,7363543.64215,-14725625.071,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,626.913194444,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,2,0.0,-4911273.2144,valid
0,0,0,0,0,0,0,0,0,0,0,2726.71688657,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,1,17174757.6245,19087.018206,valid
0,0,0,0,0,0,0,0,0,0,0,1655.90314815,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,177,7360118.16215,-14718973.3044,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,26,13,2,1,13.0,6.5,13.0,13.0,0,1,626,31880781.6564,-63711153.2474,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,12,6,2,1,6.0,3.0,6.0,6.0,0,1,626,14714206.9183,-29405147.6526,valid
0,0,0,0,0,0,0,0,0,0,0,1655.84387732,0,0,4,316,160,4,3,79.0,40.0,79.0,53.3333333333,0,2,156,382905351.895,-785202546.314,valid
0,0,0,0,0,0,0,0,0,0,0,1655.90314815,3562.17636574,0,6,33,20,5,4,5.5,3.33333333333,6.6,5.0,1,4,224,31885133.9899,-98085820.7829,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,10,5,2,1,5.0,2.5,5.0,5.0,0,1,626,12261839.0946,-24504289.7065,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.46191,-14702573.8291,valid
0,0,0,0,0,0,0,0,0,0,0,611.149444445,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,13,7366954.66958,-4909468.8503,valid
0,0,0,0,0,0,0,0,0,0,0,2991.38512731,0,0,1,49,0,1,0,49.0,0.0,49.0,0,0,1,10,120210334.628,146577.871238,valid
1,4,6,1,1,4.0,6.0,4.0,6.0,0,1,22.8738657408,0,0,4,16,14,4,4,4.0,3.5,4.0,3.5,0,2,92,4908755.83014,-68755177.3448,valid
0,0,0,0,0,0,0,0,0,0,0,2920.32055556,0,0,4,6,3,4,3,1.5,0.75,1.5,1.0,0,3,635,7357121.4613,-14705269.8546,valid
0,0,0,0,0,0,0,0,0,0,0,1655.90314815,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,177,7360118.16215,-14718973.3044,valid
1,2,2,1,1,2.0,2.0,2.0,2.0,0,1,80.8139583333,0,0,2,19,2,2,1,9.5,1.0,9.5,2.0,0,1,14,41745857.161,-9814108.14002,valid
0,0,0,0,0,0,0,0,0,0,0,324.859953704,873.978148148,0,7,30,21,7,7,4.28571428571,3.0,4.28571428571,3.0,3,2,298,22095001.8388,-103105861.182,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,14,7,2,1,7.0,3.5,7.0,7.0,0,1,626,17166574.7381,-34306005.5947,valid
0,0,0,0,0,0,0,0,0,0,0,331.155706019,0,0,3,14,13,3,3,4.66666666667,4.33333333333,4.66666666667,4.33333333333,0,2,78,2455932.36469,-63837962.4255,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,56.3883564817,610.912627315,0,2,11,1,2,1,5.5,0.5,5.5,1.0,1,1,16,24556526.0777,-4906305.1378,valid
0,0,0,0,0,0,0,0,0,0,0,993.79587963,0,0,3,15,8,3,2,5.0,2.66666666667,5.0,4.0,0,2,64,17184382.0324,-39274140.2014,valid
0,0,0,0,0,0,0,0,0,0,0,3886.69900463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45917,-14702573.8263,valid
0,0,0,0,0,0,0,0,0,0,0,1655.90314815,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,177,7360118.16215,-14718973.3044,valid
0,0,0,0,0,0,0,0,0,0,0,633.884259259,633.884259259,0,3,3,3,3,3,1.0,1.0,1.0,1.0,0,2,19,0.0,-14732192.8273,valid
0,0,0,0,0,0,0,0,0,0,0,3485.72644676,0,0,3,7,4,3,2,2.33333333333,1.33333333333,2.33333333333,2.0,0,1,633,7357103.45556,-19608129.4106,valid
0,0,0,0,0,0,0,0,0,0,0,628.219837963,0,0,2,7,1,2,1,3.5,0.5,3.5,1.0,0,2,40,14728237.0747,-4901926.5534,valid
0,0,0,0,0,0,0,0,0,0,0,640.214918982,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,6,7366869.91642,1920.64475694,valid
