% []
@RELATION base

@ATTRIBUTE tot_changes_Methods NUMERIC
@ATTRIBUTE sum_insert_Methods NUMERIC
@ATTRIBUTE sum_delets_Methods NUMERIC
@ATTRIBUTE count_insert_Methods NUMERIC
@ATTRIBUTE count_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_Methods NUMERIC
@ATTRIBUTE avg_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_Methods NUMERIC
@ATTRIBUTE tot_bugs_Methods NUMERIC
@ATTRIBUTE tot_developers_Methods NUMERIC
@ATTRIBUTE change_set_Methods NUMERIC
@ATTRIBUTE age_Methods NUMERIC
@ATTRIBUTE age2_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,42,1,2,1,21.0,0.5,21.0,1.0,0,2,232,100708136.182,-4838866.21895,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,367,0.0,-4916061.99965,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,36,12290538.4822,29.6812500004,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,1,2854,-315.748993056,-14745426.2745,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,314,9831870.30491,584.22587963,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,36,29494924.7572,2438.83513889,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,67,7373256.02372,1084.874375,valid
1,18,0,1,0,18.0,0.0,18.0,0,0,1,22,44244900.1754,1145.213125,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,1,2,84,-1646.01923611,-14746681.5216,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,10,7374153.36812,187.52996528,valid
2,6,6,1,1,3.0,3.0,6.0,6.0,1,1,2826,-1353.01590278,-29491574.067,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,65,29489469.9156,7893.67680556,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,2817,12287592.1046,2976.05885417,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,7386.08694445,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,114,7368723.77743,5617.12065972,valid
3,9,1,3,1,3.0,0.333333333333,3.0,1.0,2,3,612,19658243.1481,-4908683.8236,valid
2,4,4,1,1,2.0,2.0,4.0,4.0,0,2,188,-2912.44703704,-19661328.1431,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,2,1,1,1.0,2.0,1.0,2.0,0,1,367,-2458030.99983,-9832206.63218,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,1,2,99,-5380.21715278,-14742971.9633,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,52,7370415.3667,3925.53138889,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,973,0.0,-4915852.69479,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,1466,24556516.0372,24620.2898148,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,119,7374048.02181,292.876284722,valid
3,16,3,3,2,5.33333333333,1.0,5.33333333333,1.5,2,1,2971,31947505.8836,-14738540.7079,valid
4,55,8,4,3,13.75,2.0,13.75,2.66666666667,0,1,2963,115503599.371,-39296279.6409,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2817,7372555.26278,1785.6353125,valid
2,10,2,2,1,5.0,1.0,5.0,2.0,1,1,2919,19660147.3674,-9826246.34333,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,97,7373353.90493,986.993159723,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,182,7373251.85299,1089.04510417,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,973,0.0,-4915852.69479,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,127,7373816.43198,524.466111111,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,7,36870766.6208,937.869618051,valid
2,14,12,2,2,7.0,6.0,7.0,6.0,1,2,1146,4916061.99965,-58990904.2912,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,80,17206380.9085,414.520393521,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,93,7369764.66972,4576.22836806,valid
3,8,2,3,1,2.66666666667,0.666666666667,2.66666666667,2.0,0,2,137,14739560.8455,-9822221.0348,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,36,22121193.5679,1829.12635417,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,50,0.0,-4915993.82067,valid
1,4,4,1,1,4.0,4.0,4.0,4.0,0,1,973,0.0,-19663410.7792,valid
2,46,2,2,1,23.0,1.0,23.0,2.0,0,2,225,108080602.749,-9750380.86458,valid
2,22,1,2,1,11.0,0.5,11.0,1.0,1,1,2826,51608112.3421,-4903213.90262,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,1,2,37,-4027.68541667,-14743434.6932,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2817,7372555.26278,1785.6353125,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,150,29496360.8853,1002.70708334,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,2817,12287592.1046,2976.05885417,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,7386.08694445,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,1466,29467819.2446,29544.3477778,valid
1,2,6,1,1,2.0,6.0,2.0,6.0,0,1,973,-9831705.38958,-29495865.31,valid
1,16,0,1,0,16.0,0.0,16.0,0,0,1,2817,39320294.7348,9523.38833334,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,1466,17189561.226,17234.2028704,valid
1,6,3,1,1,6.0,3.0,6.0,3.0,0,1,367,7374092.99948,-14747938.1003,valid
2,50,2,2,1,25.0,1.0,25.0,2.0,1,1,2919,117960884.204,-9802437.8725,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,104,2,2,1,52.0,1.0,52.0,2.0,0,2,276,250536608.433,-9641400.35396,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,8,0,1,0,8.0,0.0,8.0,0,0,1,2817,19660147.3674,4761.69416667,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,10,9831851.03134,603.499444446,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,91,7374309.93576,30.9623263907,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2817,7372555.26278,1785.6353125,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,973,0.0,-4915852.69479,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,6,0,1,0,6.0,0.0,6.0,0,0,1,45,14746512.0375,2169.75868056,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,62,7374322.09309,18.8050000016,valid
1,4,4,1,1,4.0,4.0,4.0,4.0,0,1,973,0.0,-19663410.7792,valid
2,21,8,2,1,10.5,4.0,10.5,8.0,1,1,2871,31947507.2753,-39316039.9328,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,23,0,1,0,23.0,0.0,23.0,0,0,1,92,56533578.9254,3034.6266551,valid
2,7,7,1,1,3.5,3.5,7.0,7.0,0,1,103,-264.22253472,-34386858.4642,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,191,12288760.0405,1808.12297454,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,23,0,1,0,23.0,0.0,23.0,0,0,1,2817,56522923.6813,13689.8707292,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,191,12288760.0405,1808.12297454,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,52,0,1,0,52.0,0.0,52.0,0,0,1,33,127821377.454,531.446620375,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,973,0.0,-4915852.69479,valid
2,17,1,2,1,8.5,0.5,8.5,1.0,1,1,2828,39320294.7348,-4905980.62891,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,253,12289446.8503,1121.31319445,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2817,7372555.26278,1785.6353125,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,35,22122908.5455,114.14875,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,2,372,-1216.38965278,-14746119.8307,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,3,7374323.0826,17.8154861126,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,1466,36834774.0557,36930.4347222,valid
1,28,0,1,0,28.0,0.0,28.0,0,0,1,2817,68810515.7859,16665.9295833,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,191,9831008.03241,1446.49837963,valid
1,20,0,1,0,20.0,0.0,20.0,0,0,1,228,49154451.0801,7821.57384259,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,2817,34405257.893,8332.96479167,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,236,7374120.90517,219.992916668,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,9,1,2,1,4.5,0.5,4.5,1.0,1,1,197,19662016.0475,-4912610.99843,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2817,7372555.26278,1785.6353125,valid
2,6,6,1,1,3.0,3.0,6.0,6.0,1,2,37,-718.597777776,-29476345.7488,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,35,36871514.2425,190.247916661,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,2817,9830073.6837,2380.84708333,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,2817,34405257.893,8332.96479167,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,49,17205484.9179,1310.51099537,valid
2,9,1,2,1,4.5,0.5,4.5,1.0,0,2,101,19652702.9123,-4903994.04755,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,106,7372871.01177,1469.88631945,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,2817,36862776.3139,8928.1765625,valid
2,12,1,2,1,6.0,0.5,6.0,1.0,1,2,98,27038732.6948,-4915658.14912,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,7,7,1,1,3.5,3.5,7.0,7.0,0,1,2854,-736.747650463,-34405994.6406,valid
5,32,6,5,3,6.4,1.2,6.4,2.0,4,4,640,63905801.4786,-29490883.9523,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,9,7374267.52878,73.3693055566,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,228,7373167.66201,1173.23607639,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,119,9832064.02907,390.501712963,valid
1,67,0,1,0,67.0,0.0,67.0,0,0,1,228,164667411.118,26202.2723727,valid
1,73,0,1,0,73.0,0.0,73.0,0,0,1,62,179441837.599,457.588333368,bugged
1,13,0,1,0,13.0,0.0,13.0,0,0,1,55,31931640.549,23836.6760185,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
4,105,37,4,3,26.25,9.25,26.25,12.3333333333,0,4,454,167134626.775,-181878463.916,valid
2,12,2,2,1,6.0,1.0,6.0,2.0,1,1,2871,24575417.7943,-9825289.49105,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,50,14748340.5709,341.225277778,valid
2,26,2,2,1,13.0,1.0,13.0,2.0,1,2,13,58990859.7936,-9828000.14917,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2817,7372555.26278,1785.6353125,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,114,22106171.3323,16851.3619792,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,27,7374072.0074,268.890694445,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2817,7372555.26278,1785.6353125,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,92,29495780.3089,1583.28347223,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,19,0,1,0,19.0,0.0,19.0,0,0,1,2817,46692849.9976,11309.0236458,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,15,9826379.03972,6075.49106481,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
3,21,21,2,2,7.0,7.0,10.5,10.5,1,2,283,-7627.49928241,-103155771.927,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,2817,29490221.0511,7142.54125001,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,32,0,1,0,32.0,0.0,32.0,0,0,1,1466,78580851.3189,78784.9274074,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,2817,9830073.6837,2380.84708333,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,96,0,1,0,96.0,0.0,96.0,0,0,1,121,235960080.814,18827.9244445,valid
1,18,0,1,0,18.0,0.0,18.0,0,0,1,53,44242951.6427,3093.74583334,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,62,19647960.4077,16948.6538889,valid
1,16,0,1,0,16.0,0.0,16.0,0,0,1,2817,39320294.7348,9523.38833334,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,131,7372555.26278,1785.6353125,valid
1,28,0,1,0,28.0,0.0,28.0,0,0,1,2817,68810515.7859,16665.9295833,valid
1,56,0,1,0,56.0,0.0,56.0,0,0,1,1466,137516489.808,137873.622963,valid
2,27,3,2,1,13.5,1.5,13.5,3.0,0,1,2854,58980442.1022,-14731456.941,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,253,7373668.11017,672.787916668,bugged
2,5,1,2,1,2.5,0.5,2.5,1.0,0,1,69,9825668.56157,-4906662.21794,valid
3,21,2,3,2,7.0,0.666666666667,7.0,1.0,2,3,273,46701010.3394,-9829153.72284,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,253,7373668.11017,672.787916668,bugged
2,13,12,1,1,6.5,6.0,13.0,12.0,1,1,2871,2454715.40079,-58982649.9106,valid
2,10,2,2,1,5.0,1.0,5.0,2.0,1,1,110,19660159.3708,-9826873.96412,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,106,7372871.01177,1469.88631945,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,10,7374153.36812,187.52996528,valid
2,5,1,2,1,2.5,0.5,2.5,1.0,1,2,260,9831908.93756,-4915639.41793,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2817,7372555.26278,1785.6353125,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,367,0.0,-4916061.99965,valid
2,3,2,1,1,1.5,1.0,3.0,2.0,0,1,108,2455340.19341,-9822895.12229,valid
4,69,6,4,3,17.25,1.5,17.25,2.0,3,4,226,154823657.498,-29454138.5108,valid
2,17,9,2,1,8.5,4.5,8.5,9.0,0,2,238,19664205.6319,-44244547.5197,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,7386.08694445,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2817,7372555.26278,1785.6353125,valid
2,7,4,2,1,3.5,2.0,3.5,4.0,1,1,2871,7372323.06604,-19659987.1092,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,2817,22117665.7883,5356.9059375,valid
12,73,21,12,8,6.08333333333,1.75,6.08333333333,2.625,0,6,477,127732803.354,-103125729.167,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,153,14748227.1824,454.613819446,valid
1,33,0,1,0,33.0,0.0,33.0,0,0,1,9,81117352.2385,397.640451387,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,72,12283647.177,6920.98651621,valid
2,3,1,1,1,1.5,0.5,3.0,1.0,1,2,458,4912408.5974,-4911531.06909,valid
1,11,0,1,0,11.0,0.0,11.0,0,0,1,228,27034948.0941,4301.86561343,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,2,0,1,0,2.0,0.0,2.0,0,0,1,56,4916074.03979,153.225601852,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2817,7372555.26278,1785.6353125,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,181,24564563.2068,16573.1201389,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,45,4,2,1,22.5,2.0,22.5,4.0,1,2,88,100745794.186,-19627580.7356,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,18,26,3,3,6.0,8.66666666667,6.0,8.66666666667,2,2,264,-19663144.2733,-127799505.466,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
2,5,6,1,1,2.5,3.0,5.0,6.0,0,2,223,-2457224.36258,-29476318.6871,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,25,0,1,0,25.0,0.0,25.0,0,0,1,2817,61437960.5231,14880.2942708,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,48,24566801.4934,14334.8335648,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,272,7373256.02812,1084.86996528,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,2817,12287592.1046,2976.05885417,valid
4,5,27,3,4,1.25,6.75,1.66666666667,6.75,1,2,841,-54032180.4348,-132669963.133,valid
3,34,2,3,2,11.3333333333,0.666666666667,11.3333333333,1.0,0,1,2879,78641056.6397,-9812428.41773,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,973,0.0,-4915852.69479,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,677,0.0,-4911620.72076,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,1,1,28,7367898.61351,-4905668.36558,valid
2,8,3,2,1,4.0,1.5,4.0,3.0,0,2,178,12279529.9283,-14730975.9456,valid
1,5,5,1,1,5.0,5.0,5.0,5.0,0,1,367,0.0,-24580309.9983,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,1466,24556516.0372,24620.2898148,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2817,7372555.26278,1785.6353125,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,367,0.0,-14748185.999,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,7386.08694445,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,5,5,2,2,2.5,2.5,2.5,2.5,0,2,254,0.0,-24577995.3955,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,3,6,1,2,1.5,3.0,3.0,3.0,1,1,687,-7368870.19219,-29478073.2526,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,11,11,1,1,5.5,5.5,11.0,11.0,0,1,2854,-1157.74630787,-54066563.0067,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,228,7373167.66201,1173.23607639,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,19,15,2,2,6.33333333333,5.0,9.5,7.5,0,2,1874,9818551.47354,-73665342.5035,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,236,9832161.2069,293.32388889,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2817,7372555.26278,1785.6353125,valid
1,13,0,1,0,13.0,0.0,13.0,0,0,1,2817,31947739.472,7737.75302084,valid
1,3,1,1,1,3.0,1.0,3.0,1.0,0,1,35,4916005.53431,-4915783.80322,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
2,3,4,2,2,1.5,2.0,1.5,2.0,0,2,720,-2455810.36038,-19648890.0545,valid
4,12,3,4,2,3.0,0.75,3.0,1.5,1,3,173,22109896.2988,-14734760.1791,valid
1,16,0,1,0,16.0,0.0,16.0,0,0,1,2817,39320294.7348,9523.38833334,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,39,3,2,1,19.5,1.5,19.5,3.0,1,2,131,88470663.1533,-14725034.1288,valid
8,34,9,7,5,4.25,1.125,4.85714285714,1.8,0,6,495,61412848.6775,-44191334.9887,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,2817,12287592.1046,2976.05885417,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,131,9830073.6837,2380.84708333,valid
1,41,0,1,0,41.0,0.0,41.0,0,0,1,2817,100758255.258,24403.6826042,valid
1,13,0,1,0,13.0,0.0,13.0,0,0,1,23,31955140.151,337.074050929,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,57,0,1,0,57.0,0.0,57.0,0,0,1,228,140090185.578,22291.4854514,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,93,9825344.04648,7110.48430556,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,2817,9830073.6837,2380.84708333,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2817,7372555.26278,1785.6353125,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,228,17204057.878,2737.55084491,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2817,7372555.26278,1785.6353125,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,64,19663247.3097,1661.75185185,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,47,6,3,2,15.6666666667,2.0,15.6666666667,3.0,1,1,2921,100760810.81,-29471162.0583,valid
2,20,1,2,1,10.0,0.5,10.0,1.0,1,2,186,46668583.9237,-4877089.5814,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,2817,12287592.1046,2976.05885417,valid
1,56,0,1,0,56.0,0.0,56.0,0,0,1,1466,137516489.808,137873.622963,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,973,0.0,-14747558.0844,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,158,14737405.5624,11276.23375,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,12,1,1,5.0,12.0,5.0,12.0,0,1,973,-17205484.4318,-58991543.3346,valid
12,36,26,11,10,3.0,2.16666666667,3.27272727273,2.6,7,4,385,24568560.2267,-127745985.548,bugged
1,8,0,1,0,8.0,0.0,8.0,0,0,1,12,19660815.0231,4094.03851852,valid
1,23,0,1,0,23.0,0.0,23.0,0,0,1,2817,56522923.6813,13689.8707292,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2817,7372555.26278,1785.6353125,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,7386.08694445,valid
1,24,0,1,0,24.0,0.0,24.0,0,0,1,2817,58980442.1022,14285.0825,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,75,1,2,1,37.5,0.5,37.5,1.0,0,1,2871,181856595.345,-4871687.76102,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,13,7373131.66372,1209.234375,valid
2,7,7,2,2,3.5,3.5,3.5,3.5,1,2,1146,0.0,-34411387.4733,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,19,19,1,1,9.5,9.5,19.0,19.0,0,1,2919,-4438.18053241,-93390138.1757,valid
1,28,0,1,0,28.0,0.0,28.0,0,0,1,2817,68810515.7859,16665.9295833,valid
1,0,2,0,1,0.0,2.0,0,2.0,0,1,50,-4915993.82067,-9832221.08606,valid
3,34,8,3,1,11.3333333333,2.66666666667,11.3333333333,8.0,2,3,534,63903728.3514,-39320481.0326,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,72,7370188.30618,4152.59190972,valid
2,4,4,2,2,2.0,2.0,2.0,2.0,0,2,716,0.0,-19646978.4784,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,7386.08694445,valid
5,40,9,5,3,8.0,1.8,8.0,3.0,0,3,136,76182054.2516,-44224600.2624,valid
1,120,0,1,0,120.0,0.0,120.0,0,0,1,49,294951170.021,22465.9027778,valid
